,FA01-N,FA02-N,FA03-N,FA04-N,FA05-N,FA06-N,FA07-N,FA08-N,FA09-N,FA10-N,FA12-N,FA16-N,FA17-N,FA18-N,FA19-N,FA20-N,FA21-N,FA22-N,FTC01-N,FTC05-N,FTC07-N,FTC11-N,FTC12-N,FTC13-N,FTC14-N,FTC15-N,FTC16-N,FTC17-N,FTC18-N,FTC19-N,FTC20-N,FTC21-N,FTC24-N,FTC26-N,FTC27-N,FTC29-N,FTC30-N,FV01-N,FV09-N,FV33-N,FV34-N,FV35-N,FV36-N,FV37-N,FV38-N,FV39-N,FV40-N,FV41-N,FV42-N,PTC29-N,PTC30-N,PTC31-N,PTC32-N,PTC33-N,PTC34-N,PTC35-N,PTC36-N,PTC38-N,PTC39-N,PTC40-N,PTC42-N,PTC43-N,PTC45-N,PTC48-N,PTC49-N,PTC50-N,PTC52-N,PTC53-N,PTC55-N,PTC56-N,PTC57-N,PTC58-N,PTC59-N,PTC60-N,PTC62-N,PTC63-N,PTC64-N,PTC69-N,PTC70-N,PTC82-N,PTC83-N,FA01,FA02,FA03,FA04,FA05,FA06,FA07,FA08,FA09,FA10,FA11,FA12,FA13,FA14,FA15,FA16,FA17,FA18,FA19,FA20,FA21,FA22,FA23,FA24,FA25,,FTC01,FTC04,FTC05,FTC06,FTC07,FTC08,FTC09,FTC11,FTC12,FTC13,FTC14,FTC15,FTC16,FTC17,FTC18,FTC19,FTC20,FTC21,FTC23,FTC24,FTC25,FTC26,FTC27,FTC29,FTC30,FTC31,FTC32,FTC33,FTC34,FTC35,FV01,FV02,FV03,FV04,FV05,FV06,FV08,FV09,FV10,FV11,FV12,FV13,FV15,FV16,FV17,FV18,FV19,FV20,FV21,FV23,FV25,FV26,FV27,FV28,FV29,FV30,FV31,FV32,FV33,FV34,FV35,FV37,FV38,FV39,FV40,FV41,FV42,FV43,FV45,FV46,FV48,FV49,FV50,FV51,FV52,FV53,PTC10,PTC24,PTC01,PTC02,PTC03,PTC04,PTC05,PTC06,PTC07,PTC08,PTC09,PTC11,PTC13,PTC14,PTC15,PTC16,PTC17,PTC18,PTC19,PTC20,PTC21,PTC22,PTC23,PTC25,PTC26,PTC27,PTC28,PTC29,PTC30,PTC31,PTC32,PTC33,PTC34,PTC35,PTC36,PTC37,PTC38,PTC39,PTC40,PTC41,PTC42,PTC43,PTC44,PTC45,PTC48,PTC49,PTC50,PTC51,PTC52,PTC53,PTC55,PTC56,PTC57,PTC58,PTC59,PTC60,PTC62,PTC63,PTC64,PTC65,PTC66,PTC67,PTC68,PTC69,PTC70,PTC71,PTC72,PTC73,PTC74,PTC75,PTC76,PTC77,PTC79,PTC81,PTC82,PTC83,FV22,FV24,FV36
PINK1,14.59,9.08,9.35,14.78,9.58,14.64,10.18,13.81,10.31,10.01,11.69,10.9,12.42,16.92,16.29,15.47,16.03,11.36,7.62,14.73,15.21,12.12,21.7,10.49,17.69,18.78,3.99,10.78,14.96,13.66,16.6,16.81,12.08,11.65,12.66,16.22,15.57,6.3,8.35,10.93,6.62,9.7,9.86,11.04,15.34,10.42,16.6,18.09,14.08,15.16,9.37,11.02,13.49,6.6,7.04,16.83,10.13,12.54,6.66,8.71,10.51,11.65,8.77,8.9,8.25,6.26,9.54,8.61,7.81,7.28,7.52,3.54,7.99,10.05,9.11,8.82,8.52,5.36,13.5,8.81,9.27,18.33,15.23,13.03,14.87,10.76,14.51,17.45,31.03,16.8,23.58,33.77,31.75,15.6,16.64,9.58,20.2,13.53,34.94,37.02,14.27,20.62,11.59,12.8,7.25,8.58,,14.66,16.09,15.8,17.74,23.98,16.72,35.19,14.29,19.01,18.97,20,11.55,7.84,22.09,16.74,18.31,20.95,28.23,25.91,33.9,27.84,12.51,11,21.08,19.76,11.46,8.5,6.19,8.24,8.87,10.04,9,6.81,10.41,9.49,6.63,7.21,3.54,12.03,9.17,7.65,10.69,11.52,10.58,6.33,11.57,9.8,6.06,9.8,17.93,8.18,13.68,23.83,16,16.47,15.31,9.17,9.25,12.59,9.52,17.76,14.97,14.29,13.27,22.08,12.62,15.04,21.6,16.12,12.99,9.48,8.2,17.46,21.19,2.83,13.07,15.3,7.19,5.31,13.49,11.61,11.43,9.66,10.42,10.16,9.28,14.18,8.57,9.65,7.61,7,13.79,8.46,8.3,11.25,10.82,5.06,7.56,8.67,8.16,7.84,11.51,23.66,7.77,7.92,9.25,9.26,6.35,6.82,8.02,8.14,9.7,8.22,7.83,8.31,8.33,9.76,8.14,7.46,7.24,8.71,15.6,9.78,10.17,16.59,7.27,12,9.08,11.86,7.98,9.49,11.8,11.06,8.13,10.35,10.6,7.62,10.45,6.85,6.97,5.76,8.33,4.37,7.13,7.29,5.64,5.05,9.1,5.41,9.61,6.84,6.83,10.33,14.34,9.86
