Gene symbol	P2	P4	P6	P8	P9	W5	W6	W7	W8	W9
A2M	160.6841862	275.9691017	202.914823	210.5976074	287.9620891	276.7148369	269.1155707	268.5903948	231.0557398	256.3001085
A3GALT2	2829.930255	2327.807295	2939.273618	2404.764793	2073.78588	3264.922812	3312.860924	2314.693902	2874.306667	2597.44538
A4GALT	372.9261944	419.7020872	282.9902925	420.5272248	322.8168869	595.5102307	122.0046846	168.2142262	125.8129502	174.5429951
AAAS	1570.522705	2251.077451	2597.385457	4360.716706	3109.767618	842.6341919	1055.83325	1065.345609	1262.852404	1186.583288
AACS	15.96396969	9.894602482	10.58237529	13.78413432	9.389264027	6.827664365	18.861798	0	12.03203046	11.40647552
AADAC	4008.801731	2569.865933	1262.946041	1379.88683	600.7450361	430.2741628	541.3141043	705.884539	551.1487526	825.3186372
AADACL2	496.4196755	411.405593	420.8658769	528.5859545	421.4891483	363.1383989	433.8804928	435.1498018	394.8157824	495.9909622
AADACL3	4.686531213	0	0.637823143	0.652793679	0.666730937	1.562685387	1.395685054	0	0	0
AADAT	7.794064349	3.064361779	5.779866784	3.799914851	3.155866649	12.51479117	11.8100458	0	10.88063984	4.938336463
AAGAB	956.3229814	625.9079711	1031.759503	709.1200659	597.8080717	522.2741286	642.1828026	709.9600433	805.3737979	692.4612664
AAK1	37.35427316	86.0599235	35.23552824	182.0848803	49.55894952	11.76414379	16.1265857	0	11.68716528	6.280585024
AAMDC	1736.303642	1801.312342	1766.747142	1593.084393	1686.742493	1157.652013	1394.670036	1335.592513	1781.017095	1293.88707
AAMP	2.256589286	11.66353642	5.917403169	13.79882887	12.74285898	14.59422449	17.9233444	0	8.058267252	16.72463487
AANAT	3090.435293	2503.147035	2924.898541	2372.597248	2147.405754	2729.441113	3073.853317	3866.471915	4003.277319	3050.924019
AAR2	6.289831159	5.156555051	3.973202868	3.875273617	6.438515085	11.44440937	17.2071771	0	13.38614414	19.40528852
AARD	6.510561564	3.63710099	3.045542675	6.376634154	3.703673252	9.025632975	5.520865819	0	11.21001078	5.361091743
AARS1	86.30620265	34.67039267	58.98481239	54.08995182	45.11435112	35.49706401	39.93862636	141.3945181	55.0329383	32.97218061
AARS2	0	1.899681572	0.90661228	0.780503449	0	7.707477246	0	0	0	0
AARSD1	394.764176	380.4834881	567.3684572	521.771186	356.2531723	369.5052352	333.1856135	0	184.1747176	252.2781435
AASDH	4.710684655	23.99869646	11.49108078	13.64730488	9.991900615	36.14498427	38.07292626	0	7.582015854	21.72361071
AASDHPPT	119.1067613	277.7642932	177.6409932	163.9632341	190.7653712	270.0090395	204.3315207	204.1522184	181.8401861	258.4656597
AASS	31.43414113	20.64875324	14.52550292	6.989440386	5.08032698	55.63886461	22.90281933	0	66.10250651	23.89756229
AATF	1288.043386	981.7155616	1193.35112	1046.157862	1197.592077	1023.913184	1095.645125	994.610505	906.4720279	731.5083916
AATK	0	1.734769926	1.723466768	0	0.449154693	2.126694795	0.929996532	0	1.859163982	0
ABAT	28.66292492	21.04708338	15.16464969	21.37998117	15.04199837	34.80048231	26.93093419	0	14.42092571	11.170575
ABCA1	443.1536449	521.3930337	440.2808745	573.3035467	747.4420693	694.8437989	656.7538279	824.1104865	474.8112151	703.9930241
ABCA12	48.5670605	63.08218292	62.58797869	49.93615286	57.26303597	59.08461126	82.07429071	39.56227694	55.12187138	76.7513686
ABCA13	242.9015528	8.684439159	9.126242043	680.6919953	267.658745	4.586198049	7.434913039	0	10.07524805	10.33029479
ABCA2	2.014580231	2.742703759	1.914472338	0	1.332750384	0.783931461	6.250827983	0	11.72147396	1.590949736
ABCA3	392.2813924	435.7118068	418.4889906	401.9139888	422.7047474	458.8228986	433.8828061	358.7491793	402.3965061	398.0372332
ABCA4	823.1978388	832.4110976	815.488451	733.806797	752.4774815	696.0222161	792.4015896	514.0686086	848.2546127	820.0916344
ABCA5	592.2519351	635.8571193	752.1039975	531.3650676	545.253724	633.5697154	477.2703045	895.6046894	646.7899209	625.9898214
ABCA6	1545.074388	2091.662762	1557.428077	1802.754402	3014.874641	3592.983407	3067.345768	2221.02893	1989.949675	2959.056382
ABCA7	884.8722741	1059.124894	960.0191758	1000.995524	879.8286176	1273.558488	1110.560775	988.4606343	1198.809133	1020.690828
ABCA8	1.366681501	0	1.611316364	0	0	0.49637752	1.307647286	0	1.970414619	1.430907463
ABCA9	1012.509432	962.4682005	1151.325903	871.9615263	776.3917613	941.4041926	1062.075458	1160.288235	1170.571195	843.0555225
ABCB1	1264.258063	1326.363227	1136.764608	1254.975315	1564.276312	1400.318963	1410.637788	1187.98003	1427.239861	1391.249221
ABCB10	35.61450192	76.58223524	39.37370204	33.77769128	22.5014966	25.0168899	28.39405442	0	23.96504736	28.48389572
ABCB11	756.8943274	626.7832917	633.5478138	615.7868382	488.2872516	780.4631438	691.2213513	772.6405928	673.0934489	632.5517702
ABCB4	277.9765326	362.2012789	249.7182288	318.1703876	441.1051883	624.463971	475.2553681	254.923812	314.553204	450.9193599
ABCB6	737.2009783	790.2226525	802.1639793	706.6179706	709.3988565	748.0262143	731.7250678	281.2693168	810.7470697	799.752467
ABCB7	92.57027629	122.5600367	93.64844079	126.9656215	167.3336903	93.91694545	100.2546995	62.90856588	83.85279962	124.8381786
ABCB8	82.00435926	155.6052345	59.70250515	259.2530084	116.7468166	801.5719918	41.70054679	42.21619986	24.13857747	24.11507279
ABCB9	312.3208096	330.4923024	247.7502943	308.5930726	188.0104461	161.7249584	430.3088845	209.875987	355.5147635	318.5510171
ABCC1	633.6357943	802.5697958	678.6588557	906.1546491	1100.991185	1085.339059	793.272357	695.186219	819.7441503	811.6836549
ABCC10	495.6364206	671.3567307	447.8069507	503.4009646	287.9653235	399.6807549	382.7469503	367.927062	516.6157941	439.8475013
ABCC12	62.4683971	203.9215648	116.9857182	139.9820485	82.25200632	233.4423254	71.70435023	149.7153675	170.3054312	209.9484136
ABCC2	69.94160648	122.5312195	101.565614	90.65310554	51.68082391	113.4336446	120.6598033	273.4065831	76.91971924	111.2744895
ABCC3	415.7266838	447.5944123	466.0030296	324.4693668	338.0114711	407.2814204	379.8605029	456.0475174	549.342807	408.137288
ABCC4	158.4578486	112.2230344	121.8284375	72.36483833	80.42002209	91.07453349	104.7371468	40.48920812	76.79827135	67.03954196
ABCC5	72.84072167	55.13795039	39.21264616	65.07574889	60.13727674	78.1645012	45.57423452	285.920847	59.94775218	43.29534669
ABCC6	1337.883505	1286.571889	1425.278438	1425.874895	1810.401976	1265.909802	1273.337964	1249.319971	1336.756631	1222.796028
ABCC8	909.6435772	858.5107931	1081.468983	746.7199195	548.4333127	811.1798225	777.340933	678.3913019	685.2979189	771.1834177
ABCC9	3.052826074	10.09785046	5.100491832	5.176790329	8.284476399	16.21528423	23.58587193	44.76153744	12.13123661	17.36116511
ABCD1	1023.473187	961.0742405	957.2171731	771.0980281	911.8879818	910.7391731	951.0600588	735.999071	917.1030771	956.3348582
ABCD2	105.2369205	246.2568471	288.1323586	290.7375835	228.9388478	149.3108062	178.1038177	237.3983549	148.8964342	173.6155325
ABCD3	1146.857178	1540.72753	1350.12852	1254.258552	2020.270068	2117.774438	2184.498247	1764.398973	1486.457409	2137.410857
ABCD4	794.413374	1111.100268	1094.666298	1378.271252	785.3412206	0	779.0882063	2080.276513	1693.388049	2300.171312
ABCE1	13.48450168	6.171086946	28.73705394	13.62460734	31.2975272	13.38559558	11.73348282	79.09022331	15.84869406	14.82388788
ABCF1	0.364442738	0	10.55151515	1.401729981	2.85053914	2.553766809	11.5223072	0	7.196652476	1.716068697
ABCF2	85.22955965	90.50759018	115.6156724	108.5537625	127.479432	81.73328692	60.10079927	0	87.9279205	86.97913983
ABCF2-H2BE1	853.7535084	850.5411524	785.5251624	913.1703903	630.545656	774.3336958	810.8314051	945.9532239	911.0656723	883.0984991
ABCF3	4.864504507	2.554617077	4.164120924	3.019761076	1.240335335	0	1.284446314	0	1.925263455	0
ABCG1	4254.347789	4492.749519	5168.721217	5365.98168	6196.880869	4088.25219	4153.267569	3197.22932	5049.798015	4616.924044
ABCG2	28.32716132	31.19441239	52.35006663	23.06639929	79.24128542	21.44243814	94.5384988	30.76711896	39.5634196	86.83735593
ABCG4	445.8346141	411.3865059	497.0446206	331.9340743	339.6756947	350.3550508	391.3871691	520.226081	433.7392764	381.2829458
ABHD1	91.52241683	140.5262081	89.16089963	127.0994877	127.2267905	219.4193027	229.2025592	85.49275251	102.9246424	142.0042453
ABHD10	52.05538395	57.31091701	42.15805017	43.58292021	62.04284749	69.68074831	75.30435328	143.2862311	70.1767635	74.42341608
ABHD11	1198.413272	1266.01874	1050.318801	1044.973222	921.4541046	1345.657352	1317.740861	814.0040752	1310.760587	1238.477339
ABHD12	63.42571308	148.1059261	95.16409208	223.6816635	106.5302983	33.09810235	5.515069223	0	9.645885644	4.763286612
ABHD13	2231.165925	1391.575265	1714.941359	1472.549681	1081.1095	1359.853915	1169.227332	985.8289726	1119.085325	1001.013298
ABHD14A	125.6991376	122.5794399	115.1941404	141.3115278	145.0859051	119.3129269	143.6341886	74.12367685	142.5259547	151.3885813
ABHD14A-ACY1	1100.369566	1385.557723	1150.273862	1511.641393	1767.463312	1370.834864	1448.194144	1066.157964	1249.860127	1445.715505
ABHD14B	1702.373559	1094.434613	1175.782588	1193.09039	956.1331918	960.4094776	923.0525504	464.5499577	864.0497326	783.4143849
ABHD15	32.24035818	100.7523108	114.0896321	178.9323646	108.4014053	34.28372968	27.95892812	84.01511443	25.64170382	39.42851197
ABHD16A	230.144157	194.9327945	140.4144768	174.1136208	159.2071246	157.1775013	184.4359289	690.8234043	215.6821232	155.614632
ABHD16B	18.42687904	10.56824355	15.84894793	20.0007405	20.55869914	3.700684787	6.729726448	0	0.996876943	4.04568543
ABHD17A	2.395957579	2.216038828	3.612379037	0	1.827060864	5.094532701	3.89825609	0	1.11335615	3.848414291
ABHD17B	2178.915183	2017.546888	2420.329039	1904.474301	1751.85428	2075.258253	2032.738557	2015.785386	2313.710698	2154.013891
ABHD17C	99.39250937	57.90893359	160.3488349	73.41654897	108.420082	100.7095672	133.1769251	151.916815	180.9387972	188.59769
ABHD18	3.628947152	1.364975803	10.10269205	7.628781484	13.26249058	9.733367648	14.18745304	0	5.990714515	3.788508642
ABHD2	25.01519393	28.66740908	57.65798222	72.66882396	51.24161717	33.7121206	30.11271436	0	24.22169686	12.57025417
ABHD3	250.1226182	210.5566861	289.0690345	261.9231581	197.7658235	225.5782449	337.7557448	415.0856711	297.5364365	240.4393279
ABHD4	13.49954534	25.89955582	15.66967051	16.46480471	11.11851232	13.3210232	32.31916646	36.18015207	19.9717854	22.98783056
ABHD5	123.5128044	57.7117942	68.08069582	133.9390359	78.25717529	90.92593913	55.92179414	104.9889812	55.63811133	71.05856504
ABHD6	22.31439734	12.69115624	16.61908098	11.3648946	10.03465931	15.91533614	27.0271851	40.60857661	22.44721948	3.566751087
ABHD8	2319.023467	1999.966374	1635.221278	2230.062121	1967.23303	2606.335765	2393.309146	2176.16999	1966.517727	2059.135844
ABI1	305.8966185	278.9840482	371.2083219	363.6171791	346.1680021	251.6940781	242.3021258	179.2448376	313.9035595	265.0322192
ABI2	8.70346778	12.30410267	12.95613849	13.61980099	13.38270412	1.032642335	1.485727141	0	9.716224276	5.720452441
ABI3	1330.274859	1386.467928	2110.673081	1348.106292	1719.318553	1038.388238	1270.542488	977.1604537	1850.697136	1438.539726
ABI3BP	96.42256142	136.834812	88.52913867	118.7488177	98.65140365	119.1096154	164.811668	95.61093721	100.6128034	124.3160115
ABITRAM	295.4652728	480.1109187	441.5512655	356.3792008	307.2832161	257.9488248	255.3522496	112.0400735	220.7331123	245.1727677
ABL1	395.8235009	426.7921199	363.3849273	385.1139684	515.6886386	394.4943368	358.8760081	413.1464006	381.5693895	410.1428913
ABL2	931.5951668	964.5994644	1063.54064	1062.46212	942.7094313	897.9447127	1074.061177	914.5217219	1089.440675	1038.722807
ABLIM1	527.8731162	391.0840702	471.4447291	404.2540205	329.7552313	475.9081782	445.0725703	431.3683272	478.9229991	450.8470858
ABLIM2	32.07903587	52.80466376	43.16239027	32.1925918	54.17327959	26.01660378	15.58299905	0	14.72552167	19.52221108
ABLIM3	941.895446	877.5116107	922.9852849	805.9571871	729.1573815	1075.238893	1075.234009	1797.677304	950.9718964	846.446616
ABO	308.27183	287.9838704	249.0754279	226.3301675	225.7221303	229.2531108	194.4895879	197.8148779	245.2915989	218.0779939
ABR	2143.066952	2088.455285	2018.255346	2158.542924	2226.647779	2368.950073	2312.039418	1635.166463	2352.766556	2302.497226
ABRA	1715.893516	1438.99801	1619.662133	1463.301417	1531.551761	1499.436456	1522.931447	1474.124368	1727.546607	1428.42702
ABRACL	1463.112171	1495.925121	1165.248617	2908.887187	2048.276443	1213.07082	1596.279942	1029.246202	1728.44845	1497.514011
ABRAXAS1	413.7550988	306.3518127	441.9630904	331.9375584	272.5656326	312.8151329	359.0875199	446.4042187	344.3406014	298.0489934
ABRAXAS2	558.4695978	627.768843	643.2894922	679.4382717	695.7636257	576.111554	531.0039177	553.782137	654.0524421	676.7537716
ABT1	2024.417594	1908.675573	1712.035201	1745.555361	1404.542135	2688.893926	2288.1608	1677.099896	1670.048117	1649.070271
ABTB1	2338.242432	2436.039756	2957.285245	3345.829353	3184.718303	2041.959673	1617.912171	1265.070309	1475.215618	1680.495971
ABTB2	47.1401818	73.36743473	42.13912007	61.04978993	43.29283511	111.6646287	155.5812073	118.5065149	147.488608	144.6044918
ACAA1	5463.20315	5084.094394	6514.412058	5723.144515	5158.573337	3792.988994	5534.373144	7310.051689	7222.147056	6327.4715
ACAA2	2561.9665	2437.599726	2478.283196	2297.852213	2980.628511	2547.46959	2635.457985	2984.192269	2627.979952	2751.521552
ACACA	395.308518	250.2901998	134.0006563	188.8088931	176.4750152	490.3379359	307.2478341	98.59744844	580.4373726	261.3859925
ACACB	208.4814816	232.3509361	105.2192024	135.0471857	141.6875578	330.6787418	256.2615134	78.88529732	192.2718203	230.5066655
ACAD10	344.1500178	452.8096205	281.6723536	349.6057911	424.1358069	676.429374	613.0016129	564.6354184	471.2968436	512.3026341
ACAD11	72.84479828	40.45488283	51.73017418	42.8054192	58.5955612	48.83901638	33.10968837	0	38.58578579	50.28706119
ACAD8	191.6818221	167.2549397	175.5552355	171.7454726	203.4821173	173.8628061	193.4145613	159.7227408	211.3404717	176.51885
ACAD9	608.2916958	371.0365518	367.1369759	352.2222262	429.5570788	228.2889534	300.5109488	374.6055328	435.9597649	293.3454112
ACADL	316.0063386	281.7767802	327.9936598	311.6013871	423.3480204	324.9964222	294.8103906	39.60530814	339.8068317	336.9857238
ACADM	823.9896235	1072.685438	1246.062594	852.0415462	732.4517865	996.1494911	1247.078747	711.761005	983.6627147	818.7831114
ACADS	0	1.146361799	0.66176301	0	0	3.953495713	2.429117179	0	5.491112266	3.825979826
ACADSB	509.4036565	473.7368326	469.913927	522.780434	339.4175015	492.9702286	595.7988571	359.6869022	592.2522447	481.6633007
ACADVL	370.7021453	226.9082431	270.1369675	471.1586008	411.4968999	244.1944865	197.52264	156.9507475	232.8492726	236.1687905
ACAN	439.3621373	580.2602473	503.785912	525.6552563	482.6062584	637.3788331	599.9865035	857.0776887	727.4200386	671.4400675
ACAP1	630.2093494	638.3552665	636.8417198	635.0528	629.2501693	543.8889702	480.0393293	335.6098826	643.9893459	561.4462276
ACAP2	42.7253376	65.68572775	44.87879274	62.16584406	76.32449959	73.0166685	71.29772454	44.76227343	63.75582644	75.44130298
ACAP3	1129.026153	1197.012338	1132.255486	1076.036088	1512.354857	1154.460928	1134.981373	1037.601287	1402.148401	1323.772525
ACAT1	1636.563854	1452.933003	2163.320061	1451.95348	1386.380693	1436.07202	1513.050087	2543.35692	1504.814459	1277.464565
ACAT2	597.3931077	723.2580403	727.2391735	790.4413597	973.2872797	903.1688348	850.250541	726.0945367	513.5215642	858.5807718
ACBD3	517.4074441	461.0655177	470.4581982	420.2323596	371.6295525	496.4040251	427.0560999	991.9178467	527.0117852	497.883646
ACBD4	88.30360798	110.2576059	58.66979912	84.21383414	138.4937193	128.8313169	117.6488024	76.3597003	106.6110687	127.9481036
ACBD5	25400.76563	33503.55775	38680.05819	23174.15267	24212.58612	23481.71983	17471.44257	27502.16962	39608.46185	31429.30612
ACBD6	601.8847799	523.9003116	547.987299	561.7611913	446.323502	503.2672648	496.3721383	487.473443	521.9087784	455.6869554
ACBD7	656.4135677	606.4958092	703.0775171	669.1702726	697.5615253	544.7821407	547.4030816	409.4425737	771.8010909	777.4746325
ACCS	385.8993104	351.9288786	373.0555909	373.2617246	348.8946513	408.5156586	444.786506	361.1688124	374.1492987	406.6004965
ACCSL	569.6193761	826.744903	616.9124418	876.4830848	1257.222177	1044.015203	949.8724786	745.6701341	703.97027	1043.028251
ACD	1745.947897	1823.899373	1551.117218	1893.453947	1809.983523	1753.975102	1701.802326	1344.324314	1705.501907	1969.599321
ACE	720.9674412	659.9014818	615.3388555	613.2523892	485.36802	667.0981386	609.6794881	513.8824272	644.6951887	523.4515249
ACE2	2053.135125	2530.551465	2986.226067	2684.474537	3163.422184	3562.244783	3359.308478	2690.014702	2301.237151	2600.781761
ACER1	366.4390944	386.118348	503.7063361	430.3841978	406.6398452	322.5775206	299.9754506	451.0546115	294.6424284	263.6164318
ACER2	172.5793328	255.2688727	119.494143	273.5588798	383.4957161	458.2156157	299.8138373	327.4512982	65.84205183	304.7690544
ACER3	43.73856322	31.15415162	14.28877846	22.49366587	20.72008196	126.2669045	29.78849255	54.67249301	31.65034793	46.58510529
ACHE	826.7922189	1147.432345	905.384302	904.4917925	1033.933188	1576.156448	1371.230926	2784.438362	1031.859292	1305.018709
ACIN1	1155.680415	928.0829333	842.6131987	992.9754231	764.6541401	1049.247717	1109.240186	1571.096117	1093.931739	945.0812597
ACKR1	1883.301924	1642.767678	1821.34906	1721.133523	1657.499127	1394.08146	1786.284737	2249.440985	1641.695596	1600.331712
ACKR2	3353.158721	3172.09081	2946.719941	2956.902846	3923.569176	3113.480242	3123.674664	2382.496757	3030.880044	3115.957332
ACKR3	2382.625195	2002.68493	2497.696273	1782.636016	1400.152215	1490.403132	1890.935781	1777.315626	2066.938881	1548.332832
ACKR4	119.1085204	88.66037309	116.7370694	121.3157158	115.7383245	128.9116619	101.769966	239.0045151	121.7445686	170.7764224
ACLY	1257.726565	1701.873212	1440.426674	1643.612704	1991.149274	1869.762008	1615.302569	1277.688543	1597.08986	1757.43829
ACO1	585.6200527	461.8348289	455.2302184	661.4387898	531.7885587	464.35457	444.284943	608.2293761	491.7368887	466.7647715
ACO2	265.3246232	286.868588	189.9350447	366.7501887	340.2564846	218.0750117	213.1177115	33.0588405	228.7386945	269.4217836
ACOD1	0.844185246	0	0	4.86776667	6.256811932	0	0	0	0	0.662239383
ACOT1	512.0894648	121.6173037	93.05974843	787.3142443	291.6725576	182.6650994	117.2677446	77.40528566	140.13395	124.2003651
ACOT11	78.46627699	100.9606862	16.10409367	198.9254647	78.04857098	71.63029343	35.71708226	136.3557833	27.15371867	48.77344089
ACOT12	33.74899727	62.39643889	41.51704862	49.2594574	91.21084328	128.5019566	66.83354553	39.58592951	59.25004638	66.14692917
ACOT13	80.29226602	37.11039903	55.78535125	45.68419807	49.59252537	29.76040986	23.39807156	150.8766396	47.5209104	37.92046773
ACOT2	1511.26434	1545.085881	1730.954677	1524.303838	1814.376071	1687.634771	1537.039271	1360.567113	1618.092704	1668.358733
ACOT4	538.9250723	597.2578936	637.6287923	508.1603681	614.3608392	656.0098464	561.4783134	239.8509361	749.6595707	550.6902985
ACOT6	2537.986505	2305.992664	2881.687832	2474.796606	2329.300613	3093.251502	2662.985092	4793.024656	2469.848202	2532.798992
ACOT7	203.9333057	230.4618352	145.0924003	249.6478598	231.0957479	300.4999036	197.9306578	133.7120061	213.4868926	256.2386493
ACOT8	1687.997251	18.14898445	26.55824469	4122.320443	973.9502701	35.14496315	23.51680333	0	31.92188379	20.02535154
ACOT9	217.1005562	308.7235402	215.5039246	273.0043471	275.8114628	158.4828478	198.889664	45.88957223	234.2884983	186.501506
ACOX1	1.094558784	0	4.146432954	0.526498236	1.621315683	0.639144069	0	0	1.677731242	1.288976611
ACOX2	6.583516626	5.475176808	5.099732866	3.452196408	4.726060626	6.290909317	7.954457193	0	10.39242021	4.22658262
ACOX3	625.4142198	560.2303903	594.4755819	604.4446035	616.6125875	747.7220253	659.7090513	815.906627	598.0144041	530.5982335
ACOXL	111.0858969	222.4167257	88.49216783	116.0036798	173.0576669	217.9065844	178.1990563	0	128.2254853	179.7193745
ACP2	315.2822678	396.2243005	362.4838664	434.2875517	326.1229297	338.5641058	407.6651406	436.5750979	386.3081213	344.4174547
ACP3	524.2431249	493.2431367	470.160594	462.0495554	392.7327653	471.5380388	589.6940613	822.7419945	538.8695815	432.0681492
ACP5	6612.892837	4585.005625	4965.849086	4752.273751	3464.016982	2301.054911	2824.234901	2045.172243	3712.83767	3014.133565
ACP6	2312.208522	1452.854957	2389.02454	1542.700786	1494.761167	1430.546242	1664.456074	1368.201107	1979.857769	1507.738816
ACP7	836.6752529	747.0903506	728.7377016	820.3273834	571.704805	935.3973066	864.7018142	914.4107512	741.7758236	760.2327835
ACR	1.120132851	1.148203867	0	1.40218516	0.959682701	0	2.316490148	0	1.197780492	4.435296289
ACRBP	842.870243	4876.608941	1248.556327	7149.010415	8721.692981	10807.31256	8446.051911	5274.019328	2025.861074	5911.441391
ACSBG1	2362.80996	1698.9506	2422.476653	1697.912602	1662.296952	1805.406479	2140.708801	1891.18711	1690.669616	1659.10046
ACSF2	240.8209565	232.669419	401.0314174	325.585498	234.2540658	55.51960793	78.95704789	78.38579078	136.1423696	72.89827833
ACSF3	323.0452767	195.9402206	418.9973012	482.2222832	453.1671454	387.1583447	275.139069	227.9465366	253.3157222	192.6543826
ACSL1	2073.047566	2714.406455	3430.769392	2640.208908	3138.992949	2319.382419	2471.863972	2332.578814	3219.193047	2382.767898
ACSL3	309.8190083	287.2389936	427.1430339	353.6408325	280.845736	497.1362344	312.0436435	744.9267115	341.3223709	298.664136
ACSL4	682.8537617	829.7007662	945.0947505	948.9979382	806.6607396	671.1767194	696.8008811	789.504146	604.5027639	675.5928588
ACSL5	945.1905783	729.7855052	918.1782945	806.3964681	673.7453486	710.8164252	720.1723802	343.190807	767.8262553	671.8198166
ACSL6	4751.411195	4189.282945	5237.228305	3950.046925	4159.786866	1958.302358	2253.858325	2232.542982	4079.772942	3391.791603
ACSM1	930.6576939	855.8762463	874.7873559	861.1424012	827.980891	1010.389204	883.5709172	992.4850049	930.1864537	909.2963039
ACSM3	961.6507206	858.5829637	924.5791365	800.9046796	803.543774	869.1875131	843.7312326	1378.123624	1016.809302	746.1821893
ACSM5	1465.7196	1343.201078	1480.223954	1186.184822	1097.813522	1603.969225	1570.737628	1367.759165	1747.69547	1346.504852
ACSS1	4315.119688	21564.14709	11263.3404	12881.39255	29551.55161	37400.32394	35806.0555	17777.67192	8320.79598	26274.79053
ACSS2	150.05958	92.91522643	95.48486611	159.7007071	154.5474872	40.65838197	80.52851292	0	71.84077424	58.88727455
ACSS3	0.444645337	0.452096036	0.842147361	0.764551349	3.139703285	0	0.454923701	0	9.562177576	0.349039753
ACTA1	481.5289874	468.4667249	637.8556239	449.0636154	654.4509998	386.9440154	416.0814793	631.8053989	535.4209579	601.2733421
ACTA2	92.85908292	91.95000841	141.2929279	144.2557711	119.2438994	214.2517667	263.5053412	161.6599111	188.3208181	173.7090971
ACTB	1997.969849	2149.07771	2375.311392	2189.523851	2121.98875	2285.909074	2202.530548	1878.38959	2000.01135	2055.366748
ACTC1	505.2568972	456.991296	372.6450028	579.3277127	587.3764504	427.2545653	489.2261613	294.9543016	416.1187021	456.9250438
ACTG1	2.699372395	14.39918355	3.832209859	1.296533331	3.328982882	29.95084496	1.378445261	39.57853048	2.755902959	5.821426433
ACTG2	240.2126427	331.6029788	302.1801523	408.514492	325.3332868	251.7057152	322.443986	226.6531357	374.1469487	303.563053
ACTL10	0	0.682648029	1.897432099	0	0.669390829	0.761657772	0.739402946	0	2.797160912	0.541485056
ACTL6A	839.2199485	1216.334563	1058.648755	957.9411692	1464.655302	1900.824445	1557.106362	1186.925347	1095.276828	1343.807889
ACTL6B	5.577957199	21.22629907	16.18539992	33.6122811	24.91273345	25.7877643	21.26986371	0	7.190080206	3.003754263
ACTL9	0.674345561	3.428380886	1.277241628	1.946065668	0.665883746	2.362627154	1.380026214	0	0.689054585	2.117539173
ACTN1	522.2264902	365.4795215	508.2334109	313.8609132	466.0762935	316.3014703	307.6807657	593.7378428	372.6781346	342.9202248
ACTN2	1.422423646	0.724278125	0.674393661	2.05842012	4.221373993	0	0	0	0	1.119099065
ACTN3	5.177026295	5.424914086	4.749963878	4.450371724	2.666199472	12.59408458	13.16381723	627.5296282	4.729747458	9.369654854
ACTN4	8.325377456	5.084141137	4.243422197	4.018265795	1.264154007	1.495162861	0	0	5.232574467	2.010020795
ACTR10	10.09570494	8.228124521	10.21453601	7.147724885	7.327217225	9.430541288	3.460436896	39.48138925	3.446298351	7.947206087
ACTR1A	1594.419136	3000.206004	2159.265239	1653.337565	1219.373001	1305.077905	1239.316829	1699.241969	1549.364426	1187.781216
ACTR1B	474.4356335	230.9929979	281.5180876	193.1002572	168.8679627	436.2525807	444.7992627	369.3242778	510.5266529	366.702249
ACTR2	455.1973107	371.2972205	577.7661034	393.8983307	526.3995665	658.6718635	468.2068994	787.0273285	419.3473771	445.0438804
ACTR3	36.73176124	80.52049869	41.21486569	71.34327433	31.63578266	205.1254153	126.9099114	114.4590471	84.60515539	114.7697342
ACTR3B	12.75289121	19.46149359	18.67585797	20.65957892	16.04067423	25.06608709	21.98619474	0	15.41296734	25.11841918
ACTR3C	18788.27476	15027.60247	20628.71949	14249.96202	8269.939964	20668.39122	21224.86323	14597.15975	17609.00474	14485.12068
ACTR5	28.64330074	47.318244	31.9695646	26.8358539	12.46468561	92.34522845	37.93615598	107.9902958	20.08993489	42.42434611
ACTR6	475.0644837	416.4432151	400.6364564	460.3368391	553.7324122	486.0536349	507.1501337	492.9460737	532.2349542	597.3831593
ACTR8	143.6950067	251.6430095	217.7851593	173.7851316	221.0571869	198.5507608	233.7641395	158.2668304	126.7779151	158.7878221
ACTRT3	174.886268	153.2268778	152.1919152	161.0313049	215.2566649	152.6111088	182.97714	0	158.6289863	161.9008904
ACVR1	44.41632857	55.50946495	34.69940362	79.27643852	36.96921742	60.61724661	54.35059174	36.28025369	61.99657769	33.46880761
ACVR1B	1282.040215	905.0917337	1035.312988	1062.627238	831.5985551	1092.266479	1242.222492	1147.643959	1111.339635	1095.544732
ACVR1C	1.942910799	1.975238281	1.839736363	3.73684556	1.91816762	4.399057096	5.299294074	0	3.308202453	5.0830147
ACVR2A	24.33198451	19.91017741	16.22115551	23.44575723	15.51896897	15.63488845	25.2545355	38.62645034	30.73798764	30.27667864
ACVR2B	807.2503494	460.0662302	88.54147724	1151.625111	1743.624596	467.4031662	623.8326281	461.2169891	38.16932784	909.2680522
ACVRL1	1305.67168	750.1879388	928.1507228	1011.904401	979.6355428	1449.645559	1699.856974	1612.049223	1933.714626	1537.926925
ACY1	368.5081858	387.1170788	1678.459457	573.5444416	467.3786807	261.7638313	262.1147677	193.1664313	550.0198819	320.8434639
ACY3	833.8878827	600.0401579	712.2947674	791.9464857	737.6880839	538.0137364	584.1103098	267.5612929	586.8676467	559.4489226
ACYP1	85.56217374	112.2106794	110.1390821	165.9694441	89.63194177	37.62782661	39.74606483	0	66.01176068	48.28875083
ACYP2	48.96194705	80.36746014	56.86256054	72.79217999	74.07122489	92.84918207	99.20023129	117.9379225	134.4875045	124.3696313
