Gene symbol	P2	P4	P6	P8	P9	W5	W6	W7	W8	W9
CCNI	18.8930936	32.91242706	15.32848999	53.81244577	22.63761858	30.73453781	30.33206258	0	10.33484961	19.58225749
CCNJ	8.724082056	206.3860442	7.65704905	58.63233578	198.6043878	206.804241	182.852168	78.75027893	24.82464565	136.8609337
CCNJL	51.46379762	105.7905756	77.88282489	82.48947195	103.0109043	170.1026358	150.1527361	0	112.3875232	98.64783131
CCNK	7337.694353	5433.294285	5713.571404	4771.683433	6167.557212	4602.452666	5694.578829	5381.396041	8926.039422	6634.502344
CCNL1	14.17269603	11.65648046	19.79998813	21.39148078	10.65261284	21.28249682	4.824034465	79.16216379	7.578650795	18.52217552
CCNL2	3.872574432	5.213737912	3.192871941	6.275875256	6.14110756	25.21394717	0	0	0.663566392	3.198076406
CCNO	515.0502185	524.5414126	592.7436924	511.3554673	390.1372723	324.0421178	367.1951369	395.8880079	489.1513752	483.1211745
CCNQ	1.835730592	3.109244217	2.316915629	3.528114841	2.152068447	4.232008882	3.751484079	0	3.698732971	3.839962781
CCNT1	1176.919243	1752.88465	2179.030889	2024.120684	2243.20907	1616.079097	1541.381009	1288.649524	2165.04995	1863.111618
CCNT2	515.4362235	589.479568	511.2655945	570.780826	592.9587341	710.6069193	644.7835892	370.4344432	735.2225581	644.6736645
CCNY	66.50422885	59.2585859	50.96757154	57.49815248	93.91342461	35.59174753	59.22655458	39.46239325	44.50965491	28.61502739
CCNYL1	57.99227629	53.48274352	53.00530107	92.7644984	84.56760846	94.50250744	81.4246948	0	44.09966331	49.76269086
CCP110	414.6841889	361.9704095	708.6438365	622.3967872	534.7818806	340.3659442	464.5988474	236.1086964	456.1429117	578.5923024
CCPG1	66.30545621	61.22547316	62.74842203	151.1716594	85.46982979	37.65688682	20.56889852	0	30.18199143	40.40263175
CCR1	715.4077542	938.8459717	892.9122233	890.6007429	1260.770953	1179.016764	1142.32183	469.4962505	771.8249242	1209.381197
CCR10	767.9858745	677.8636236	909.0783082	762.3404404	780.614988	844.3489311	935.3334492	823.7733015	868.3425262	811.7191526
CCR2	426.3338105	376.060184	449.7289727	403.6045513	341.7422234	378.178765	439.7144563	528.0764524	384.4766362	379.737584
CCR3	780.9243244	715.58031	1280.397244	790.0920708	593.7079458	590.1237034	650.3058371	828.8663671	856.7675276	645.5157112
CCR4	40.3012	52.58054862	36.67959932	43.27785777	40.4512052	50.20475382	32.2896722	78.79038191	31.56575733	37.33666713
CCR5	1946.699579	3242.402068	2011.946443	2956.599202	1978.753206	5745.339708	4744.057034	4298.129916	1903.943837	2789.562981
CCR6	39.59406129	101.1327135	133.0039102	109.4668111	106.611635	61.46984852	106.5156966	63.73124172	206.7457624	278.1330671
CCR7	10.90218885	64.73092722	44.33693744	45.68965019	27.41263167	137.5269461	45.65475672	114.0952702	97.17320474	80.72473924
CCR8	105.9711945	153.7198314	137.310164	181.7451038	200.3756348	273.0697721	116.3856471	226.8382666	68.67265575	91.86644692
CCR9	1162.789893	998.9274105	1314.289253	1058.267567	1053.198064	1020.430528	1174.130447	1375.628175	1345.999716	1186.999993
CCRL2	614.8707928	519.3080031	669.3115223	530.3752206	470.6107181	599.4810107	651.82029	334.3584877	615.5142173	501.4269548
CCS	6.561615009	13.30746507	8.84743655	7.203059783	7.447271687	19.22573584	7.643609222	0	4.779273118	5.147131825
CCSAP	213.942802	208.0614361	153.4610757	265.3137223	255.0060263	315.3126955	332.0296834	65.44674232	172.5511296	222.601443
CCSER1	566.3702193	531.0843099	343.2283586	545.0351945	455.479616	618.3368047	670.5129324	490.1069778	630.0820766	615.8147851
CCSER2	473.7547255	528.3496255	427.9973237	555.749952	592.5204909	401.4017491	754.9367432	1206.647974	706.5991559	852.9261494
CCT2	142.3175233	200.9030614	235.6597879	230.2407403	218.4015362	113.4328788	113.8140924	79.1189436	110.9340893	127.0408574
CCT3	598.8331783	1214.985962	1442.22007	1189.618676	1125.049951	455.2956846	415.6875408	236.9850078	394.8501001	405.9419538
CCT4	358.5373412	417.5879829	369.5730984	483.2961839	526.8796455	797.7859071	765.1787183	798.0113265	378.6548526	541.317149
CCT5	948.9785064	841.392812	1282.838294	748.7377394	763.2137867	984.8048858	1237.464214	1283.073085	1163.673579	786.2483578
CCT6A	873.6645647	671.0441629	803.4243343	662.8507506	649.0983857	586.122081	742.3903651	1098.89741	902.5357949	787.8802795
CCT6B	866.5228387	847.2631958	826.204044	915.8880786	755.2385634	1146.760841	1113.527651	1245.779309	881.7568093	1004.083061
CCT7	29.97666965	21.60174716	42.00996525	25.85825229	29.00199264	18.23270408	41.66548466	0	35.1190466	25.51306115
CCT8	18.42398705	15.04130594	20.53216711	21.81140388	7.068750234	0	25.64536345	21.50236402	21.26711771	38.72992437
CCZ1	177.3812348	71.99598324	68.97294201	161.500673	76.57445993	77.19269465	124.1714936	39.55745655	103.355627	115.9274763
CCZ1B	977.1075928	721.7283701	878.6218556	772.6206474	706.0796732	740.7100852	829.0435158	422.6075603	797.6605751	756.6796154
CD101	178.5702147	574.2048032	309.8665555	513.4638447	766.4894088	983.8646658	770.301075	695.5557104	404.3193159	730.8355203
CD109	195.6244305	0	0	310.3721918	69.98044422	0	0	0	0	0
CD14	66.76806123	26.51458536	45.717403	44.69135334	50.50186781	16.18429494	58.4973769	75.3959209	75.49031511	39.32324063
CD151	335.8805229	277.200291	184.6515876	415.5487554	279.6539173	617.4507304	710.5178018	1313.639826	315.105731	388.4828041
CD160	209.7681239	266.7279525	143.0565282	210.7824135	255.0234134	358.4192708	229.0051405	316.4779129	188.1054159	234.4955264
CD163	904.9762826	1103.05115	1167.289298	1406.065206	1332.166298	1328.237265	1143.320466	856.6075561	898.2398603	1245.867017
CD164	472.1546371	564.5148982	641.7090096	535.6710131	485.4513496	1227.845295	1063.759356	793.6132376	1023.526568	1017.999356
CD164L2	435.8460865	477.704129	404.6431951	457.192312	492.7585399	617.3701357	576.8380992	453.4252256	497.4394954	575.5792588
CD177	1125.711019	1034.524092	1346.303416	1021.56744	1369.492814	1066.665665	1098.087013	979.7617894	1626.59897	1300.627341
CD180	3072.658881	3201.383857	3597.156979	2978.302389	3085.064844	1944.730415	1867.466594	1815.404253	2149.872219	1853.961155
CD19	4865.77278	2690.037498	3861.082926	3116.656363	3270.263225	2996.272706	4033.904259	2501.740637	4414.155372	2881.605675
CD1D	28.52512806	15.19563593	18.09953759	27.74530838	33.49485898	40.11938039	26.0823709	0	25.74218233	37.74197594
CD2	17.60351631	311.8671606	22.66731568	102.6842429	55.46538645	849.7444316	400.9844806	455.0940369	95.82915877	349.4789549
CD200	1442.857924	2118.741869	1355.84482	1529.738151	1626.806508	1226.76987	1027.284511	434.0655853	1806.019525	1740.857274
CD200R1	3043.959361	3834.536755	4639.005755	3342.196482	5334.984614	4529.48278	4031.458457	2832.417024	3749.563613	3582.239408
CD200R1L	121.0378192	92.84199146	54.90393759	42.89204593	62.03221405	52.3666803	70.92925709	386.9265134	78.27553729	60.6184087
CD207	1.651886845	0	0.52182136	0.530517898	1.632773496	0	0.564634028	0	0	2.257894752
CD209	4077.753984	15467.17833	5515.764767	15383.69745	25296.22849	32330.32992	23035.70315	19172.99595	8330.003115	19048.2227
CD22	489.0709813	767.1746953	662.4711234	945.1898502	988.4966463	286.8413414	326.5628637	809.5959012	340.5112044	332.3564515
CD226	66.53969965	59.65386785	57.44298929	75.46801928	54.6343386	61.2057246	56.18006079	78.86226655	84.10749964	83.75909755
CD244	551.3781799	694.5903082	476.3759913	696.3062299	719.2090861	662.7987082	606.9262197	593.0398799	568.5077736	659.2029063
CD247	132.8851169	154.3092109	121.3649827	160.1573296	129.2063479	151.2538416	157.2517704	197.8149276	188.8377124	158.6853796
CD248	91.33774973	120.6671327	185.9397877	150.1564956	102.25105	188.8871202	165.7344177	79.4715733	171.1135214	208.3511202
CD27	358.2983894	289.2783837	361.2964301	313.8420066	291.6680618	334.0866766	358.9490172	712.7462722	400.6874111	356.0649426
CD274	110.6236597	136.9672785	118.626321	94.85280467	71.36043938	151.265944	217.7193474	256.5832486	151.2303301	184.626639
CD276	1268.51945	1508.608277	1978.411904	1735.62203	1333.907462	1284.286772	1225.128578	861.805522	1501.282888	1332.000331
CD28	860.7779081	1001.470154	846.7634706	807.8467627	928.2692546	960.6092206	872.6984679	915.4710531	1737.624646	1139.44961
CD2AP	1403.592538	1240.009763	1375.945292	1426.271512	1607.496994	1344.889537	1627.836494	1426.200849	1217.415217	1372.770424
CD2BP2	180.181285	165.2326546	142.418986	180.8769073	83.22875996	128.4610125	116.4844306	79.15798619	70.27900659	62.45170469
CD300A	434.5676523	580.4001202	389.1251305	437.1875296	717.4709948	694.3232436	618.9149383	386.9127152	495.5091646	673.1991991
CD300C	828.9043679	836.7785849	875.4035828	979.3711501	731.5018613	678.2474552	768.5536532	376.5065541	892.7852692	755.3252745
CD300E	550.9413615	544.1612737	730.9019647	553.9851111	819.0277097	555.5715244	399.6224928	324.7071759	401.700336	354.4584131
CD300LB	9.419626305	11.98085875	17.73869518	18.49839925	11.51428263	9.983554613	9.454144389	0	18.75559278	24.31969703
CD300LD	242.9742869	390.8292197	286.3674821	336.9000959	547.3984195	481.1984151	416.7572076	432.1153894	358.7215386	518.8312244
CD300LF	1068.360446	1296.723851	1671.719274	1210.273672	984.5783685	1516.121965	1535.318098	1203.516764	1408.924	1350.689075
CD300LG	7705.670508	8384.757339	10537.37689	8422.129555	8496.907661	8351.999373	8284.881167	7215.046893	9424.260009	8784.423329
CD302	10.58142982	8.067082806	42.12619557	8.265807025	64.51071452	110.4495823	73.03018157	77.57582966	122.9481339	197.2053365
CD320	807.917589	1031.610773	763.1853756	1080.023774	1596.15137	1187.168467	977.5412004	704.2172471	777.9084331	1133.663012
CD33	172.0946683	174.4575649	169.376404	211.6009201	251.2759813	152.3917483	198.6722983	153.1254087	196.351559	191.3773279
CD34	402.4450627	460.6500945	411.8564706	388.0914749	548.8307544	408.7736832	352.3669664	393.3311201	429.8838008	350.3311741
CD36	1772.483545	1420.276713	986.1035323	1900.232991	1852.368892	1226.767494	1035.593281	1416.829602	2339.114825	1099.638792
CD37	524.5782438	630.982905	521.4987665	773.8713344	939.5292312	569.1252698	688.8720935	622.6717901	575.2383049	552.2621857
CD38	15.14048167	46.22431499	24.62644795	33.86155588	11.69504821	57.66084056	51.14110877	38.60829019	27.5659107	55.5082796
CD3D	34.3830243	67.54254019	61.32106003	75.66001891	104.2716908	68.56317935	74.71007089	0	39.3141641	98.55846659
CD3E	6.564363734	1.380185991	5.141388731	5.225457865	1.340475344	19.8034691	11.45043261	39.78628463	13.17747896	19.1850191
CD3EAP	1576.094909	1367.925051	4116.649402	2184.951829	2691.198711	1119.737704	1682.862478	1580.955821	1763.498226	1252.395466
CD3G	674.016313	632.9263546	723.4934296	680.2416748	608.2710693	711.5410954	725.2713737	661.776004	617.0957699	658.7651303
CD4	189.9158839	103.4329452	169.9355869	179.9534011	178.590245	97.24043742	134.0201671	78.84772466	167.1904144	180.2655017
CD40	73.05288633	45.87020287	32.83417761	29.71300688	26.78952092	23.86326891	34.94932132	0	45.40685867	40.94745966
CD40LG	2.445605746	6.210162141	2.892520655	0.58696975	5.426801992	14.99622649	22.44222106	0	13.1034676	14.37752425
CD44	461.7820727	1024.931255	614.8441863	969.351772	941.7348095	962.88759	1323.254564	1461.754146	1554.292233	1315.718004
CD46	1107.379038	876.1624213	1049.126108	1112.868396	940.6650906	1222.85153	1219.75878	1152.430838	1006.215721	949.5152387
CD47	10.60619526	32.09235803	45.67460229	25.64460734	43.18235948	22.29732646	16.64909044	41.27332163	18.48635386	27.7866874
CD48	1679.516398	1732.64609	1645.27368	1808.79159	2360.53544	1784.920595	1612.585218	1215.632861	1590.014777	1885.583868
CD5	1159.296417	1189.835258	1351.20995	1428.378408	1254.68176	1104.567422	1161.063343	1305.244571	1311.990498	1269.534168
CD52	27.19790605	49.65290153	36.87927812	30.32517389	23.80461614	42.59184115	53.1290803	0	34.7387765	58.71574213
CD53	4090.465347	3915.115623	4208.306357	3921.5417	5475.521527	2779.65203	2369.563288	2693.488688	2780.204069	3249.497387
CD55	746.5394141	963.8796019	849.0677315	868.8972236	958.6744268	1128.085481	1101.294198	819.3861182	1008.458436	988.2894406
CD59	496.9708252	445.5732037	449.2349555	387.9548085	345.5698728	379.7961379	454.0527297	591.3202693	509.5135254	449.68553
CD5L	2000.609012	2339.529856	2617.698174	3179.352781	3191.724658	1563.171926	1818.790987	1895.968785	2045.567363	2078.028871
CD6	136.690444	162.9568996	216.086492	167.2490971	201.3532202	145.5519847	152.380638	78.99199014	132.762352	150.8446261
CD63	349.6283194	475.0340311	833.9237195	467.9886025	458.0676337	698.0725811	774.5786945	747.1737295	587.9902499	509.6119092
CD69	56.91454841	85.36451802	95.20909974	11.67806057	9.815335032	13.56160325	25.93484365	32.42662779	10.7214041	15.60259783
CD7	759.9596684	616.0174528	514.8768461	498.7779139	551.138991	613.1908164	732.4098956	573.3814559	708.1867044	613.7587068
CD72	159.3115746	189.425646	134.3862032	151.7586231	198.2167826	160.6459223	218.4585386	108.4183016	229.8012551	194.2412592
CD74	5396.218319	5569.823052	5915.681387	5809.483316	5187.963461	5527.424518	5233.641932	8402.004998	5511.859677	5550.264663
CD79A	0	4.43064077	2.441923677	0	4.685907891	12.04713771	14.56757734	30.92477025	16.16320527	12.41789282
CD79B	91.75584689	122.0200561	203.1298028	140.6921178	178.8177425	41.37672496	95.1127174	241.4886688	86.87122042	76.93325697
CD80	1783.666814	1382.690549	1326.677187	1404.041042	1184.82364	914.6747302	689.9207885	605.6235409	645.1870352	576.7347216
CD81	149.1655672	309.5739038	174.5542307	486.6451491	384.7704364	471.977967	321.513146	46.15684252	143.6659906	328.835413
CD82	213.4951459	324.2675917	357.0246089	509.2722327	348.3585317	312.0419083	495.824222	626.3053239	541.891109	681.6797245
CD83	948.6327424	240.693119	159.8414874	260.3264301	120.9711178	185.3788899	195.0738556	403.9756043	175.9479336	118.0913506
CD84	695.1302201	681.4014903	771.5052455	726.0660474	542.9481737	864.4804075	943.0079572	1018.070544	882.7952997	763.5570425
CD86	657.1794859	318.5260421	346.3186973	456.5931585	331.6811727	199.6816178	247.1570988	1084.054452	273.567305	213.6618725
CD8A	292.5161792	289.8399447	313.0317773	311.7571352	307.8978391	346.4811145	329.8972395	324.0527136	316.3648842	316.1552701
CD8B	18.47456568	15.9249805	24.93434272	48.94060221	14.91069667	19.61596146	41.23667392	32.83317265	14.28689269	17.55803646
CD8B2	352.1057579	308.0343773	284.5515579	306.0439499	271.9485448	283.1608528	303.0281739	166.1382596	303.0204756	302.648916
CD9	2330.078948	2019.114107	2780.758219	2043.578612	1966.89355	1931.1831	1693.733019	2695.745925	1960.548272	1655.834395
CD93	1010.09902	940.0358451	661.4526562	742.8185052	659.3605237	759.2480754	969.9587115	1378.405133	1081.923775	881.56451
CD96	814.2256562	839.2672217	838.5605259	758.7266694	805.0024759	741.3677363	729.6289023	356.0818019	887.453193	806.1320201
CD99L2	285.5507405	378.1657838	333.5530012	259.6614073	249.9880167	246.117407	249.7469575	492.8471148	330.4036131	232.0854968
CDA	464.3494479	484.2249713	581.4211046	455.6481411	542.3804721	478.6234587	498.6792829	447.8426093	621.9341959	445.180732
CDADC1	4691.463367	2723.604593	4161.613408	3265.37255	1855.825539	1722.419932	2053.227802	1766.405474	2365.506296	1967.75131
CDAN1	1683.618783	1585.469892	1695.256925	1463.824678	1264.794346	1780.13911	1984.59938	2093.248642	1819.896255	1674.839402
CDC123	1098.952546	1015.870888	1019.762998	928.6752217	907.0340141	1005.692292	933.7408044	1215.945776	909.7939098	995.3783136
CDC14A	378.689795	356.4975333	383.760315	331.9697551	349.337177	366.2540986	340.725488	400.9502948	326.4463707	422.0604872
CDC14C	0.67450274	2.05702788	0.63864638	1.297110389	1.997568663	3.150975381	4.828341905	0	0	7.410660726
CDC16	332.2434962	270.981586	400.8459438	265.5344679	281.7632757	253.5903467	252.038287	446.6550234	290.7539285	286.984236
CDC20	278.3720745	235.416348	180.0432545	216.3695473	178.4097135	323.8456047	236.8628099	241.3264087	260.5989542	232.1425821
CDC23	468.5247536	680.0460909	730.1766593	699.1363234	775.9258399	640.0656539	697.5420154	725.641931	588.63932	684.3130489
CDC25A	1885.066648	1612.877084	1919.866458	1681.523637	1668.54702	1680.016692	1839.799426	2283.615582	1843.476771	1773.62778
CDC25B	17.09834565	17.38895987	16.19508637	17.71937769	25.64101558	23.80815811	12.68943589	42.7466862	14.18531436	15.49204146
CDC25C	0	0.516807511	0	0	1.271741915	3.000781827	2.60532032	0	3.309168253	3.899024116
CDC26	1526.043305	1385.87058	1549.728327	1409.551793	1207.989412	1339.694063	1470.064405	1322.883344	1494.643722	1453.151809
CDC27	1010.677994	927.8398427	771.2009911	811.5862526	619.1818625	910.713888	918.6092888	931.7206812	1004.143457	753.2990731
CDC34	4.048163061	6.856756634	8.302806532	5.835538349	9.32151835	8.667876824	9.652433229	0	12.40198934	21.17079349
CDC37	207.1332105	267.8351234	209.9516402	264.7619535	373.5299053	314.7962844	295.513436	200.3228687	267.0672293	316.0564248
CDC37L1	679.7316892	828.9856173	827.9279646	972.6891369	966.2911511	656.8968435	537.3044298	414.5666574	741.2932635	758.888746
CDC40	875.5793516	896.0195261	697.2123511	731.2494394	671.2182235	1043.475639	972.9516552	1103.52859	893.9143606	1004.647335
CDC42	37.45114453	70.2086064	30.99002337	58.54607075	59.1722064	44.7417074	59.55465531	0	30.08966299	46.82228733
CDC42BPA	1018.533292	860.2734844	1119.476362	1034.782566	833.9865525	687.7824857	327.2916351	803.990702	757.6237298	429.1445098
CDC42BPB	8.800371239	13.64775126	3.964123997	8.731403209	6.890769667	4.885057095	12.74386285	0	3.1893484	9.513487246
CDC42BPG	1779.664773	1492.519487	2348.468829	1345.047354	1185.47573	1074.786457	1239.089185	887.314263	2169.36291	1706.988697
CDC42EP1	357.8132645	354.291691	301.1554489	305.365426	327.6829143	414.0541309	321.8101641	687.1201907	482.0384024	380.5919226
CDC42EP2	18.60109827	7.925119993	11.35735399	25.4553954	10.06303778	22.42603427	15.31781249	0	15.92636169	12.23323682
CDC42EP3	1049.098746	760.108702	733.8244832	568.4767954	669.502811	599.5736014	827.9338347	1031.813778	765.5161361	633.5723058
CDC42EP4	37.73479611	53.41069879	43.55959864	56.13649451	48.46929848	87.57377649	60.74094839	764.5375162	67.05155502	55.96562831
CDC42EP5	223.7359874	331.6008282	975.3627639	502.8073878	444.4681908	84.04700306	45.48243309	0	36.50991242	52.37978178
CDC42SE1	261.5346025	170.7406562	162.5920046	172.427476	236.0834296	185.3076436	239.2664262	163.7716809	198.7694182	218.6598545
CDC42SE2	0.529324635	12.14114081	2.004847241	1.527065292	3.135465432	4.327317926	4.872480629	31.04546544	4.326110651	2.49262555
CDC45	33.96193888	74.02365487	56.1905055	57.42110615	73.55718335	57.34253344	53.81500105	43.90090486	41.47558771	38.45735192
CDC5L	2472.622023	1954.920145	2125.249584	1798.851019	1368.962909	2061.71893	2383.600468	1762.05521	2308.587852	1836.944425
CDC6	1140.99303	1217.916611	1187.403503	1271.697505	1158.651364	1179.047222	1199.730939	1066.025748	1175.104371	1178.965828
CDC7	66.26959494	132.2040267	82.96110955	101.6921957	90.0517866	173.6317612	151.3828475	525.2780442	98.21107444	146.1040492
CDC73	759.1743042	660.6562148	925.4347654	669.7120821	665.1614546	627.81319	791.1353901	975.086955	806.1808263	617.1151267
CDCA2	313.6140433	297.7557399	297.93807	432.9411993	375.3068427	292.9033831	304.932664	493.8384093	422.8787241	328.4624898
CDCA3	3725.847737	2441.058452	3085.823496	2150.025674	2297.110904	2675.918044	3170.764385	2863.957635	3981.433447	2880.713053
CDCA4	9.439887152	5.485410109	5.747487839	5.838715757	3.329478165	0.787455351	2.070363536	39.54795459	4.134392007	2.647036057
CDCA5	626.2523316	680.5218775	579.327785	802.1720056	881.9266742	736.4196321	576.9002645	504.1525672	590.9117257	679.538638
CDCA7	318.5357848	274.6994523	285.6028583	243.2558416	237.1977385	198.6687459	191.2954596	356.2031621	361.4491664	272.1801379
CDCA7L	314.7878523	310.7827137	310.7764107	292.4244022	253.2218299	323.9412887	327.545118	339.9704789	295.9866347	345.1223885
CDCA8	18.06693023	33.57131348	26.77614915	21.33294409	17.25189868	2.239420597	1.285233058	0	1.39123643	2.713283763
CDCP1	2.695717075	7.54244299	8.301188532	7.139463333	9.989348743	1.574017744	2.072028943	39.52911333	0.689120441	0
CDCP2	2.695742978	28.11274182	3.192770105	20.76917176	17.31484171	39.35085852	37.2959632	39.52946355	8.958552428	25.41696519
CDH1	59.79798452	34.86505108	47.07590712	53.25773956	75.45947575	36.24815774	61.98723246	235.3164966	40.05925694	49.95014119
CDH10	413.1455931	258.8592899	299.8105656	319.3113415	254.0157714	332.1822735	383.432644	355.7484932	454.8423018	265.3380255
CDH11	606.1461452	878.1772588	762.3095074	1101.680272	1171.853926	867.7669801	949.0615259	1508.077751	819.3159152	896.1963048
CDH13	71.76318144	124.4323891	131.9242646	70.93737304	39.6335742	53.05566062	53.78470314	152.8210837	46.69003838	53.37079245
CDH15	49.4850376	11.76848016	29.04086352	32.31815864	36.57899813	10.80073042	11.26957345	0	26.6139374	18.08643113
CDH16	3958.473482	3590.982193	2263.132347	3034.08527	2635.304435	3585.314267	4380.564114	3622.138129	5244.394542	3872.103688
CDH17	228.2806253	199.770269	194.6788787	240.1827186	192.9966386	99.91151367	101.5365844	78.90237985	133.7471573	103.9574796
CDH19	463.825577	373.0293469	452.3897482	465.1057869	409.2374605	306.1182141	372.0015473	190.3100199	395.3072965	318.3956541
CDH2	449.6390852	496.5667291	423.0478498	614.0978094	661.8696429	527.6320682	492.8128836	463.5060481	425.9809153	577.4936779
CDH20	6.065529536	5.48541295	8.939783672	2.596105736	3.995720132	5.509227675	1.381293748	0	2.06735257	3.177096907
CDH22	15.07534878	9.336667348	10.5581301	8.838171107	13.6023236	16.83936256	31.57525696	0	25.58030701	21.11643735
CDH23	3237.610194	2756.101504	3314.091899	3549.980906	3373.37638	2735.169914	3161.902357	2211.627657	3678.054916	2759.389956
CDH24	2.695178779	1.371353494	0	12.98313058	2.66392044	0	1.381782126	0	0	1.059133385
CDH26	3.664671936	9.706558221	11.55933215	18.18122324	5.42196405	11.29570028	3.740732721	0	4.987335005	4.7883613
CDH3	516.7513307	472.4949485	534.4553925	592.8014713	559.6895277	816.0163369	654.8940455	1383.531101	580.7195726	587.4684977
CDH4	6256.222296	7201.20575	14128.26474	7720.961113	6802.893113	6017.86252	6395.682608	6448.324815	7842.104232	6266.237982
CDH5	28.28440862	49.9531116	24.23546276	31.76222223	20.65907411	41.63642468	20.64532163	40.03449568	6.206122494	10.55481592
CDH6	498.0902639	468.6547828	437.9403079	773.5320369	578.4526814	430.2370353	475.9779706	277.144225	563.8009185	407.5576363
CDH8	393.7065584	621.9708212	532.8814756	427.0265659	364.4619713	482.1383534	479.6117326	519.758406	429.2671684	450.6201404
CDH9	292.8831131	256.9895118	201.1353515	366.4463378	390.7448879	378.171718	398.6141345	261.6019075	298.267332	369.2484459
CDHR1	114.3057929	86.03013989	150.1786599	125.1062767	188.3025952	125.6994408	133.1842199	35.60656676	96.92532271	103.6430615
CDHR3	291.9985785	361.3758507	255.5091552	444.1430821	424.5787164	329.3514436	360.1041641	526.0966937	382.5925265	415.4321476
CDHR4	317.9686318	412.0164864	166.0720374	448.8115355	458.7705105	803.4965194	777.9459172	550.8379402	379.4822371	511.8693222
CDIP1	201.0558712	172.6520149	186.8874832	228.1457694	121.5931967	210.0925921	250.3060394	274.9833668	233.5441535	181.0886677
CDIPT	2983.289628	3008.494637	3308.414022	2670.841579	2829.590001	1888.018765	2365.188567	2438.217451	2730.54604	2450.21329
CDK1	89.43366884	61.77739229	64.57082671	106.4985822	61.02054578	40.74166728	88.13222768	425.0040214	81.88552589	94.84052227
CDK10	1.289313323	2.399190385	4.077573658	0.358380114	0.524994632	7.908826231	2.100884514	21.82905511	5.207723505	3.710424876
CDK11A	950.5270283	869.1251584	870.3078157	929.7610639	1035.545683	886.6089044	830.7930885	1208.827878	962.5658224	1007.379056
CDK11B	658.0255725	809.2954719	828.0077069	810.604384	701.7091518	700.7032951	715.5201554	586.5479887	771.6918532	696.1271915
CDK12	30.94834564	32.91249686	43.40890635	27.95052798	33.30777197	19.63873467	30.46998319	0	33.77570579	37.62280433
CDK13	13.20057017	15.58463416	12.79891442	14.85603377	8.169923739	12.38803845	14.67305284	64.70732244	8.376046669	12.52604018
CDK14	2115.5108	2170.833494	2312.736548	2410.12806	2734.303773	2193.226626	2200.956972	2513.539988	2110.04874	2248.577387
CDK15	1989.942388	1838.621146	1943.742235	1859.922508	1233.004662	2237.028324	2139.036326	1653.93723	1896.100718	1627.804028
CDK16	117.3820062	156.3340822	143.6993292	94.67587292	97.21228463	156.000308	156.5378154	158.2635399	191.5455637	188.9593008
CDK17	284.6944908	250.3777669	190.5448739	146.6246575	243.6765801	297.2107067	249.4578014	309.794045	224.1891394	196.376279
CDK18	195.8947085	92.42613132	90.84389062	143.1304485	141.1594396	124.5015105	247.0943572	274.5522184	172.85915	156.5157048
CDK19	800.5612416	458.6856923	542.6726958	486.9537775	349.9214206	539.2212939	667.9504299	375.5991767	574.0190159	620.5549807
CDK2	95.08295046	78.85276014	83.0207398	78.49115036	68.58599683	77.17935539	89.70137177	79.10342742	66.14921573	70.93749126
CDK20	394.2212261	345.4585009	363.2986056	321.1824058	312.2916378	351.2801353	394.424877	380.4618619	427.0158485	370.9587026
CDK2AP1	1835.848988	1993.437457	3302.399126	1841.459289	1613.018776	1966.233434	1900.963953	1733.606488	1995.908342	1757.905756
CDK2AP2	739.1952451	757.8506367	890.907466	861.7368417	631.7718875	562.168507	613.9161	402.2568219	759.6885622	656.7641365
CDK3	33.68080398	40.69950726	49.04842961	66.59251813	33.85040292	164.5152233	25.93486092	176.112542	56.46082036	91.37092182
CDK4	470.0574562	319.91508	367.7235404	280.8906005	192.8444152	281.4154277	284.5362131	210.7721057	256.9495734	173.5267234
CDK5	7570.063959	6814.574495	6820.224129	7524.637194	6675.947602	4197.430205	4620.427657	4430.318031	5421.695347	4847.411251
CDK5R1	19.65916929	15.47452731	19.21701788	11.58903094	15.02764025	9.628121277	14.27297642	0	9.719116248	5.973455245
CDK5R2	3.761363831	4.208236872	7.883729332	9.903193146	7.92714736	5.144269951	6.250193313	37.43172691	10.48481395	13.60710468
CDK5RAP1	2198.736975	1911.383602	2466.08755	1834.640267	1593.674716	1658.715798	1591.934641	1132.375425	1769.428459	1613.057236
CDK5RAP2	1786.856077	1668.252138	1442.266556	1834.664996	2116.812926	1630.850705	1695.520913	2038.702558	1938.377768	1908.948611
CDK5RAP3	3.626208165	3.073175567	5.593600392	4.071012088	5.372212417	5.646446023	16.43751594	0	6.176808093	12.81346985
CDK6	1665.088195	1121.059116	1520.829192	1594.506157	1505.30562	800.423152	1029.717026	1002.885634	1233.54811	1063.602464
CDK7	232.6871923	199.527249	184.4757232	223.2138927	310.7176631	190.133796	175.3453075	0	172.7995783	208.9580438
CDK8	274.0878494	145.5082882	141.52641	259.8049106	177.4288773	196.5105958	271.3683405	717.025446	237.6711125	290.7986114
CDK9	1.526022022	2.367268952	1.102361343	2.205108319	1.508227945	2.673075351	7.033422433	0	1.189509262	0.599640152
CDKAL1	2328.894503	2172.909421	2796.819555	2349.715049	2698.498109	2343.485999	2217.37482	2648.235592	2836.458334	2588.400521
CDKL1	3455.328356	3351.071177	3039.348047	3262.668362	3047.627556	2982.14616	2413.566617	2302.140103	3151.347562	2696.70919
CDKL2	1069.865167	1130.461097	1390.396313	1188.8749	938.3840487	1497.636677	1327.460073	923.6318499	1111.99741	1197.578504
