,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000032267_Usp28,561.4669212,-0.742821132,0.222456587,-3.339173468,0.000840281,0.011654135
ENSMUSG00000024371_C2,199.0271009,0.813419853,0.244167087,3.331406636,0.000864083,0.01193019
ENSMUSG00000022360_Atad2,164.2047234,0.698068785,0.209601955,3.330449785,0.000867058,0.011962274
ENSMUSG00000025289_Prdx4,656.4226251,0.64844902,0.194773804,3.329241444,0.000870829,0.011978299
ENSMUSG00000028354_Fmn2,360.2436595,-0.753148044,0.22626221,-3.328651499,0.000872675,0.011994713
ENSMUSG00000024552_Slc14a2,1380.423289,0.708456912,0.212898428,3.327675636,0.000875738,0.012004552
ENSMUSG00000020143_Dock2,311.5591551,0.658499778,0.197998415,3.325783075,0.000881705,0.012064644
ENSMUSG00000068893_Sprr2a2,373.7975527,5.176606614,1.557090523,3.324538001,0.000885652,0.012097042
ENSMUSG00000019979_Apaf1,244.4497472,0.683505538,0.205770816,3.321683566,0.000894761,0.012179761
ENSMUSG00000075588_Hoxb2,224.613421,0.775590133,0.233521999,3.32127224,0.000896081,0.012188691
ENSMUSG00000055612_Cdca7,652.1024375,0.841069348,0.253336266,3.319972144,0.000900264,0.01222748
ENSMUSG00000035000_Dpp4,897.5587551,0.64561683,0.194641365,3.316955923,0.00091004,0.012341994
ENSMUSG00000035769_Xylb,704.3236713,-0.766348475,0.231158671,-3.315248669,0.000915616,0.01240846
ENSMUSG00000032491_Nradd,115.5915513,0.71999347,0.217257178,3.314014654,0.000919667,0.012444984
ENSMUSG00000021238_Aldh6a1,2284.128748,-0.637214203,0.192563826,-3.309106477,0.000935942,0.012618729
ENSMUSG00000037788_Vopp1,487.910741,0.921090922,0.278472775,3.307651607,0.000940818,0.012665862
ENSMUSG00000012405_Rpl15,4468.984941,0.601091702,0.181751039,3.307225669,0.00094225,0.012668941
ENSMUSG00000040345_Arhgap9,128.2672762,0.903546606,0.273373688,3.305170339,0.000949187,0.012731862
ENSMUSG00000042155_Klhl23,431.6851702,-1.01908326,0.308787229,-3.300276583,0.000965896,0.012927657
ENSMUSG00000029575_Mmab,469.0039473,-0.616123961,0.186793551,-3.298422019,0.000972299,0.012994413
ENSMUSG00000036390_Gadd45a,427.8173294,-0.73300727,0.222463894,-3.294949375,0.000984394,0.013108361
ENSMUSG00000001348_Acp5,509.4660143,0.843122138,0.256195213,3.290936347,0.000998545,0.013258339
ENSMUSG00000048371_Pdp2,443.5706291,-0.590964527,0.179606098,-3.290336643,0.001000676,0.013277031
ENSMUSG00000051375_Pcdh1,1057.448108,0.715785892,0.217603693,3.289401397,0.001004007,0.013292419
ENSMUSG00000075590_Nrbp2,3497.437762,0.583237919,0.17734217,3.288771751,0.001006256,0.01330999
ENSMUSG00000027613_Eif6,816.5865645,0.678682303,0.20658951,3.285173105,0.001019197,0.013445058
ENSMUSG00000027765_P2ry1,172.6514478,-0.701533768,0.213542357,-3.285220681,0.001019025,0.013445058
ENSMUSG00000042978_Sbk1,834.4889027,-0.645410092,0.196682272,-3.281485849,0.001032617,0.013563624
ENSMUSG00000037408_Cnnm4,313.5936454,-0.752427374,0.229392511,-3.280086912,0.001037751,0.013611588
ENSMUSG00000020593_Lpin1,1806.062171,-1.128950158,0.344369212,-3.278313269,0.001044294,0.013674452
ENSMUSG00000026211_Obsl1,462.5034839,-1.115434832,0.340673295,-3.274206841,0.00105959,0.01384858
ENSMUSG00000039747_Orai2,862.614633,-0.685269058,0.209402768,-3.27249284,0.001066036,0.013922912
ENSMUSG00000044461_Shisa2,1279.329511,-0.731262026,0.223538223,-3.271306423,0.001070518,0.013961599
ENSMUSG00000059447_Hadhb,4997.615806,-0.805011211,0.246144521,-3.27048194,0.001073644,0.0139825
ENSMUSG00000026003_Acadl,4240.180231,-0.65556541,0.200653803,-3.267146701,0.001086374,0.014118245
ENSMUSG00000071858_Gm94,151.3762396,9.878427853,3.024877312,3.265728436,0.001091829,0.014179106
ENSMUSG00000028664_Ephb2,166.323908,-0.884203429,0.270984277,-3.262932593,0.001102657,0.01430961
ENSMUSG00000003873_Bax,724.1053021,0.657042581,0.201378981,3.262716775,0.001103497,0.014310398
ENSMUSG00000023078_Cxcl13,446.8227247,-1.109656859,0.340153727,-3.26222167,0.001105427,0.0143253
ENSMUSG00000025255_Zfhx4,119.1392058,-1.101743296,0.338019806,-3.259404552,0.001116463,0.014417453
ENSMUSG00000020656_Grhl1,531.6932935,0.984560232,0.302196897,3.258009076,0.001121968,0.014458036
ENSMUSG00000032462_Pik3cb,457.3346531,0.6406181,0.196627544,3.258028281,0.001121892,0.014458036
ENSMUSG00000026728_Vim,5092.746877,0.630568304,0.193586222,3.257299501,0.001124777,0.014484066
ENSMUSG00000030034_Ino80b,275.893408,0.648122758,0.199119901,3.254937123,0.001134175,0.014574423
ENSMUSG00000025019_Lcor,119.1904413,0.989654354,0.304483185,3.250275887,0.001152931,0.014759797
ENSMUSG00000071226_Cecr2,289.6963876,-0.682066945,0.209819581,-3.25073066,0.001151089,0.014759797
ENSMUSG00000023039_Krt7,5026.701592,0.781401577,0.240640861,3.247169134,0.001165591,0.014884386
ENSMUSG00000021087_Rtn1,571.6266945,-0.696234964,0.214525691,-3.245461932,0.001172602,0.014931282
ENSMUSG00000021061_Sptb,1529.069227,-1.221309783,0.376517189,-3.243702596,0.001179869,0.014962658
ENSMUSG00000072770_Acrbp,102.8591511,-0.749813883,0.231250744,-3.242427981,0.001185159,0.015009017
ENSMUSG00000038677_Scube3,369.0861929,0.888587976,0.274167672,3.241038485,0.001190951,0.015061594
ENSMUSG00000024925_Rnaseh2c,329.4643335,0.62133143,0.192174185,3.233168033,0.001224255,0.01541599
ENSMUSG00000002257_Def6,117.7609725,0.601878416,0.186202687,3.232383096,0.001227624,0.015440309
ENSMUSG00000027239_Mdk,100.3293898,1.048148278,0.324394236,3.231094026,0.001233174,0.015488897
ENSMUSG00000025492_Ifitm3,1012.743405,0.756570188,0.234221578,3.230147258,0.001237265,0.015519052
ENSMUSG00000005413_Hmox1,546.6915743,0.846773429,0.26219154,3.22959859,0.001239641,0.015531619
ENSMUSG00000020892_Aloxe3,104.5551859,3.043217809,0.942383534,3.229277358,0.001241035,0.015534506
ENSMUSG00000027254_Map1a,572.2630663,-1.195749247,0.370496488,-3.227423974,0.001249102,0.015582381
ENSMUSG00000031838_Ifi30,523.405107,0.664662578,0.205924678,3.227697541,0.001247908,0.015582381
ENSMUSG00000036672_Cenpt,310.1974998,0.635093863,0.1967692,3.227608101,0.001248299,0.015582381
ENSMUSG00000027646_Src,936.8910011,0.589616406,0.182771534,3.225975039,0.001255443,0.015640231
ENSMUSG00000053687_Dpep2,165.3013647,0.876385233,0.271962906,3.222443991,0.00127102,0.015802128
ENSMUSG00000022094_Slc39a14,2657.319027,0.751326408,0.233228316,3.221420198,0.00127557,0.015847962
ENSMUSG00000054477_Kcnn2,195.3905033,0.812942073,0.253060528,3.21244122,0.001316121,0.016318653
ENSMUSG00000044948_Cfap43,103.7006978,-3.245106224,1.010857473,-3.210251012,0.001326191,0.01643242
ENSMUSG00000078566_Bnip3,2293.257645,-0.606573933,0.189052763,-3.208490176,0.001334339,0.016522226
ENSMUSG00000025968_Ndufs1,3408.305049,-0.779316693,0.243237374,-3.203934819,0.001355632,0.016774571
ENSMUSG00000042010_Acacb,2044.542796,-1.172514642,0.366032647,-3.203306185,0.001358595,0.016793143
ENSMUSG00000045475_Lce3c,164.1073526,9.045103053,2.824197557,3.202716124,0.001361381,0.016804814
ENSMUSG00000053565_Eif3k,1536.497697,0.604046056,0.18877474,3.199824596,0.001375112,0.016935741
ENSMUSG00000027792_Bche,656.6362441,-0.666655059,0.208445486,-3.198222572,0.001382775,0.0170073
ENSMUSG00000035735_Dagla,415.8145111,-0.765163181,0.239398579,-3.196189315,0.001392557,0.0171047
ENSMUSG00000085069_Prdm16os,210.4568349,-0.755033966,0.236399847,-3.193885167,0.001403719,0.017230281
ENSMUSG00000026627_Pacc1,214.580154,0.580594633,0.18182288,3.193187967,0.001407113,0.017260401
ENSMUSG00000057609_Lce1a1,101.6552403,8.732635449,2.735407519,3.192444047,0.001410743,0.01729337
ENSMUSG00000056476_Med12l,109.2378184,-0.897384554,0.281305886,-3.190066747,0.001422399,0.017413013
ENSMUSG00000052151_Plpp2,1078.423379,0.640192888,0.200706861,3.189691096,0.001424249,0.017424045
ENSMUSG00000007682_Dio2,456.3384839,-0.656006507,0.205774517,-3.187987107,0.001432669,0.017503729
ENSMUSG00000019278_Dpep1,1114.557568,-0.650077176,0.204102839,-3.185047205,0.001447304,0.017670773
ENSMUSG00000039316_Rftn1,304.5681388,0.672033954,0.211237667,3.181411555,0.001465593,0.017870304
ENSMUSG00000070469_Adamtsl3,273.2926236,-1.219361171,0.38340432,-3.180353239,0.001470956,0.017923802
ENSMUSG00000024972_Lgals12,208.6531841,-0.83466849,0.262622047,-3.17821181,0.001481865,0.018044747
ENSMUSG00000044252_Osbpl1a,856.7328231,-0.581246722,0.182900218,-3.177944384,0.001483232,0.018049429
ENSMUSG00000032011_Thy1,682.4883278,0.62848975,0.197874785,3.17619928,0.001492184,0.018146342
ENSMUSG00000027016_Zfp385b,527.0315483,-0.652498584,0.205506671,-3.175072518,0.001497991,0.018193142
ENSMUSG00000049791_Fzd4,1234.332679,-0.647465851,0.203921886,-3.175067981,0.001498014,0.018193142
ENSMUSG00000053469_Tg,2623046.265,-0.591220145,0.186424319,-3.171368131,0.001517227,0.018377867
ENSMUSG00000021720_Rnf180,126.6514659,-0.950180536,0.300015367,-3.167106219,0.001539641,0.018624784
ENSMUSG00000016239_Lonrf3,500.2327601,0.978159565,0.308936016,3.166220553,0.001544337,0.018657007
ENSMUSG00000018574_Acadvl,4201.99714,-0.669663091,0.211557712,-3.16539201,0.001548741,0.018697921
ENSMUSG00000102252_Snrpn,466.9134058,-0.712112119,0.225011199,-3.164785222,0.001551975,0.018724646
ENSMUSG00000029657_Hsph1,1404.735637,-0.837469353,0.264687205,-3.163996361,0.001556187,0.018763145
ENSMUSG00000048612_Myof,3718.739993,0.583949528,0.18464909,3.162482556,0.001564301,0.018848596
ENSMUSG00000035638_Muc20,352.4952998,1.188281094,0.375825154,3.16179234,0.001568013,0.018880938
ENSMUSG00000007989_Fzd3,371.3216538,0.591690183,0.187267363,3.159601183,0.001579852,0.018992068
ENSMUSG00000022468_Endou,160.390729,1.856995498,0.587791384,3.159276488,0.001581614,0.01899488
ENSMUSG00000031757_Mt4,142.6093754,8.842748187,2.799495701,3.158693255,0.001584782,0.019005635
ENSMUSG00000079547_H2-DMb1,758.0940499,0.675939721,0.213998354,3.158621125,0.001585174,0.019005635
ENSMUSG00000039166_Akap7,302.1230269,-0.583806078,0.184908235,-3.157274622,0.001592513,0.019063438
ENSMUSG00000002831_Plin4,2120.960865,-1.10538617,0.350283484,-3.155690237,0.001601188,0.0191548
ENSMUSG00000009013_Dynll1,2030.077969,0.618768826,0.196125388,3.154965467,0.001605171,0.019189945
ENSMUSG00000023017_Asic1,133.9634756,-0.769818136,0.244410372,-3.149695042,0.00163441,0.019526783
ENSMUSG00000039005_Tlr4,297.2036902,0.664689276,0.211147443,3.14798638,0.001643994,0.019615759
ENSMUSG00000018554_Ybx2,117.3003719,-1.124641092,0.357425324,-3.14650646,0.001652336,0.019689713
ENSMUSG00000027217_Tspan18,240.7977486,-0.680022932,0.216200677,-3.145332108,0.001658984,0.01974342
ENSMUSG00000020427_Igfbp3,3620.402445,0.667174334,0.2122498,3.143344936,0.001670289,0.019852113
ENSMUSG00000079592_C1qtnf5,160.1130094,0.86877719,0.276529553,3.141715521,0.001679611,0.019924228
ENSMUSG00000104063_Pcdhgb7,159.337501,-0.620047894,0.197523558,-3.139108567,0.001694627,0.020088598
ENSMUSG00000018796_Acsl1,4272.617702,-0.665031169,0.212087284,-3.135648471,0.001714746,0.02027552
ENSMUSG00000015355_Cd48,129.9594103,0.709519819,0.226303172,3.135262363,0.001717005,0.020289162
ENSMUSG00000027809_Etfdh,2005.677718,-0.597879516,0.190866973,-3.132440915,0.001733593,0.020445711
ENSMUSG00000022537_Tmem44,345.0957769,-0.708019233,0.226116118,-3.131219663,0.001740819,0.020504592
ENSMUSG00000024810_Il33,320.8517449,1.084005914,0.346390686,3.129431473,0.001751449,0.02059018
ENSMUSG00000030671_Pde3b,565.5748518,-1.291296559,0.412618432,-3.129517395,0.001750937,0.02059018
ENSMUSG00000028965_Tnfrsf9,1218.279865,0.785064749,0.251021075,3.127485406,0.001763086,0.020700475
ENSMUSG00000037447_Arid5a,398.2942689,0.770701249,0.246622122,3.125028859,0.001777876,0.020834167
ENSMUSG00000015305_Sash1,4658.260717,0.707824134,0.226633798,3.123206422,0.001788922,0.02093689
ENSMUSG00000070034_Sp110,217.7469487,0.609774159,0.195542314,3.118374463,0.001818516,0.021229122
ENSMUSG00000032363_Adamts7,125.7615152,0.851794704,0.273687721,3.112286882,0.00185644,0.021603173
ENSMUSG00000027570_Col9a3,224.8020926,-1.273451529,0.40923745,-3.111766845,0.001859713,0.021613517
ENSMUSG00000031119_Gpc4,739.9773841,0.761225732,0.244642447,3.11158485,0.00186086,0.021613517
ENSMUSG00000027386_Fbln7,290.5421018,-0.847535094,0.272536377,-3.109805392,0.001872106,0.021716671
ENSMUSG00000020788_Atp2a3,764.3810008,-1.299187384,0.417876341,-3.109023545,0.001877068,0.021732214
ENSMUSG00000040950_Mgl2,400.0911189,0.820180069,0.263871905,3.108250838,0.001881983,0.021762498
ENSMUSG00000035279_Ssc5d,146.991299,-0.823800633,0.265232867,-3.105952297,0.001896673,0.021907588
ENSMUSG00000026979_Psd4,552.7248231,0.7244866,0.233588069,3.101556532,0.001925061,0.022176849
ENSMUSG00000017167_Cntnap1,149.3856012,-0.764132187,0.246556856,-3.099212889,0.001940355,0.022325029
ENSMUSG00000053702_Nebl,1224.618871,0.702645545,0.226896271,3.096769915,0.001956417,0.022464458
ENSMUSG00000086013_Gm15706,183.0454069,-0.753297715,0.243264035,-3.096625912,0.001957367,0.022464458
ENSMUSG00000033967_Rnf225,150.0687632,1.284245949,0.415083723,3.093944371,0.001975145,0.022597876
ENSMUSG00000031958_Ldhd,621.8234292,-0.821788199,0.266153782,-3.087644265,0.002017498,0.022978361
ENSMUSG00000034854_Mfsd12,281.2101262,0.720962969,0.233543515,3.087060544,0.002021464,0.022988035
ENSMUSG00000031299_Pdha1,8459.625258,-0.61425309,0.199006237,-3.086602199,0.002024583,0.023005832
ENSMUSG00000027774_Gfm1,1215.369914,-0.73537677,0.23880392,-3.079416661,0.002074064,0.023423146
ENSMUSG00000033487_Fndc3a,3088.157851,0.710095145,0.230722003,3.07770882,0.002085986,0.023528849
ENSMUSG00000032064_Dixdc1,196.8806574,-1.002112272,0.325741723,-3.076401339,0.002095156,0.023588813
ENSMUSG00000020829_Slc46a1,328.0390462,0.720969831,0.234478887,3.074775052,0.002106614,0.023659785
ENSMUSG00000052776_Oas1a,244.7056331,0.74417685,0.242291122,3.071416089,0.00213046,0.023898377
ENSMUSG00000050394_Armcx6,110.0896529,-0.731484801,0.23841959,-3.068056624,0.002154558,0.024109778
ENSMUSG00000021577_Sdha,9003.508084,-0.593967715,0.193674019,-3.066842516,0.002163328,0.024178449
ENSMUSG00000091498_Mpc1-ps,224.9602844,-1.056753906,0.344570344,-3.066874226,0.002163099,0.024178449
ENSMUSG00000020676_Ccl11,475.3204814,-0.730139081,0.238095868,-3.066576022,0.002165257,0.024185293
ENSMUSG00000026600_Soat1,787.2885319,0.753501958,0.245785232,3.065692562,0.002171665,0.024226354
ENSMUSG00000021748_Pdhb,3099.0874,-0.609862079,0.199018226,-3.064352903,0.002181414,0.024306619
ENSMUSG00000044447_Dock5,687.8616252,0.841597563,0.274675339,3.063972055,0.002184193,0.024322825
ENSMUSG00000032609_Klhdc8b,606.0431679,-0.611532713,0.1996641,-3.062807554,0.00219271,0.024373328
ENSMUSG00000017493_Igfbp4,2410.5052,0.614789709,0.200846965,3.060985801,0.002206096,0.024492462
ENSMUSG00000044288_Cnr1,456.4118205,-1.053591786,0.344520671,-3.05813809,0.002227169,0.024651903
ENSMUSG00000030255_Sspn,999.3292922,-0.84491417,0.276421566,-3.056614513,0.00223852,0.024762611
ENSMUSG00000028378_Ptgr1,359.6828167,2.024668337,0.663054128,3.053549103,0.002261517,0.024986906
ENSMUSG00000022477_Aco2,12784.58955,-0.767003014,0.251235441,-3.052925222,0.002266224,0.025023856
ENSMUSG00000064368_mt-Nd6,25638.07963,-0.761246444,0.24939875,-3.052326622,0.002270749,0.025044192
ENSMUSG00000022546_Gpt,361.145221,-0.717307944,0.235100079,-3.051074869,0.002280237,0.02510517
ENSMUSG00000053192_Mllt11,613.2487029,-0.70760238,0.231975621,-3.050330792,0.002285894,0.025135257
ENSMUSG00000012350_Ehf,2189.392748,1.058611685,0.3471872,3.0491092,0.00229521,0.02522259
ENSMUSG00000070462_Tlnrd1,874.3532832,0.582617528,0.191283365,3.045834785,0.002320353,0.025437995
ENSMUSG00000038943_Prc1,115.6262495,0.929794222,0.305383679,3.044675559,0.002329314,0.025475402
ENSMUSG00000051236_Msrb3,2070.998254,0.583661997,0.191715388,3.044419144,0.002331301,0.025481951
ENSMUSG00000064363_mt-Nd4,172148.8396,-0.798918911,0.262488661,-3.04363209,0.002337408,0.025518326
ENSMUSG00000027224_Duoxa1,107.0547017,1.060263262,0.348547111,3.041951082,0.002350501,0.025630789
ENSMUSG00000018648_Dusp14,397.948447,0.826038197,0.27183977,3.038695173,0.002376051,0.025878667
ENSMUSG00000089669_Tnfsf13,141.4469129,0.882184017,0.290337336,3.038479405,0.002377754,0.025881855
ENSMUSG00000021136_Smoc1,141.036085,-1.050871846,0.346357686,-3.034065325,0.002412822,0.026185961
ENSMUSG00000015519_2310057J18Rik,445.7823707,-7.338054587,2.41950084,-3.032879537,0.002422323,0.026258036
ENSMUSG00000005882_Uqcc1,1160.548221,-0.715340765,0.235920378,-3.032127925,0.002428363,0.026264211
ENSMUSG00000037852_Cpe,1823.473674,-0.907576087,0.29927605,-3.032571728,0.002424795,0.026264211
ENSMUSG00000020758_Itgb4,873.1121598,0.608612283,0.201354458,3.022591549,0.002506203,0.026905242
ENSMUSG00000064370_mt-Cytb,203584.7313,-0.757792139,0.250789346,-3.021628119,0.002514192,0.026951612
ENSMUSG00000064356_mt-Atp8,19936.16576,-0.766743862,0.253831546,-3.020679955,0.002522078,0.027020371
ENSMUSG00000038807_Rap1gap2,233.0281782,-0.830019011,0.275243006,-3.015586204,0.00256483,0.027430388
ENSMUSG00000024501_Dpysl3,2066.035393,-0.860288942,0.285430586,-3.014004045,0.002578244,0.02749378
ENSMUSG00000094910_D430019H16Rik,598.7653003,-0.751923043,0.249473709,-3.014037219,0.002577962,0.02749378
ENSMUSG00000041361_Myzap,125.5279051,0.781411414,0.259852494,3.007134555,0.00263723,0.027976577
ENSMUSG00000025666_Tmem47,257.7683497,-0.603911395,0.200865801,-3.006541646,0.002642379,0.02801501
ENSMUSG00000040612_Ildr2,122.9884455,0.850019002,0.28277404,3.006000838,0.002647083,0.028032514
ENSMUSG00000022110_Sucla2,3674.937805,-0.815782179,0.27195695,-2.999673955,0.002702687,0.028522672
ENSMUSG00000079227_Ccr5,219.4824288,0.926423398,0.308987962,2.998250783,0.002715341,0.028639755
ENSMUSG00000020664_Dld,3071.830296,-0.593529276,0.198141717,-2.995478619,0.002740145,0.028851654
ENSMUSG00000053550_Shisa7,223.6451867,-0.881215434,0.294315444,-2.994118896,0.002752387,0.028963941
ENSMUSG00000027784_Ppm1l,1357.438894,-0.83362272,0.278791769,-2.990126727,0.002788617,0.02927809
ENSMUSG00000028862_Map3k6,212.9523306,1.061734498,0.355225504,2.988902784,0.002799812,0.029338087
ENSMUSG00000073489_Ifi204,315.0495871,0.709455332,0.237371023,2.988803443,0.002800722,0.029338087
ENSMUSG00000032279_Idh3a,4383.503061,-0.818082579,0.273748294,-2.98844814,0.002803981,0.029355473
ENSMUSG00000025511_Tspan4,210.9278457,0.635024927,0.212588123,2.987113856,0.002816248,0.02943356
ENSMUSG00000048445_Ccdc57,120.5104042,-0.632562515,0.21175799,-2.987195509,0.002815496,0.02943356
ENSMUSG00000003541_Ier3,255.6868736,0.821649555,0.275174523,2.98592161,0.002827251,0.029531747
ENSMUSG00000032470_Mras,490.5225787,0.595367929,0.199650449,2.982051543,0.002863238,0.029839749
ENSMUSG00000030878_Cdr2,245.9498987,0.798379752,0.267762478,2.981671513,0.002866794,0.029859864
ENSMUSG00000029833_Trim24,609.0686614,-0.625723751,0.210020451,-2.979346765,0.002888637,0.030019262
ENSMUSG00000027186_Elf5,141.8994599,1.391586561,0.467390657,2.977352117,0.002907499,0.030181119
ENSMUSG00000046470_Sox18,382.6367239,0.618650447,0.207808897,2.97701617,0.002910687,0.03019714
ENSMUSG00000022763_Aifm3,140.479168,-1.026622955,0.345085164,-2.974984328,0.002930035,0.030363564
ENSMUSG00000048332_Lhfp,523.5077363,0.603351334,0.202858324,2.974249822,0.002937058,0.030419179
ENSMUSG00000026986_Hnmt,196.3508932,-0.733824063,0.246785788,-2.973526424,0.002943991,0.030456619
ENSMUSG00000058099_Nfam1,198.1357053,0.75698675,0.254666317,2.97246514,0.002954188,0.030527713
ENSMUSG00000041679_Lrrc29,112.3389447,-0.638685111,0.215192475,-2.967971391,0.002997722,0.030898612
ENSMUSG00000104445_Rhbg,172.7170465,-0.79281124,0.267129377,-2.967892374,0.002998493,0.030898612
ENSMUSG00000029298_Gbp9,451.2039852,0.588495433,0.198304915,2.96762908,0.003001062,0.030907745
ENSMUSG00000034040_Galnt17,187.4036613,-1.220871513,0.411453701,-2.967214803,0.003005109,0.030932075
ENSMUSG00000033350_Chst2,256.1692623,0.856898667,0.28881211,2.966976235,0.003007442,0.030938744
ENSMUSG00000022102_Dok2,158.5557616,0.952525488,0.321275898,2.964820874,0.003028592,0.031121454
ENSMUSG00000008136_Fhl2,296.493997,0.733695513,0.24786528,2.960057634,0.003075815,0.031508849
ENSMUSG00000036879_Phkb,2467.444594,-0.777188913,0.262565568,-2.959980319,0.003076587,0.031508849
ENSMUSG00000036894_Rap2b,337.4905448,0.599681011,0.202682122,2.95872672,0.003089129,0.031593719
ENSMUSG00000056708_Ier5,781.1653374,0.632580268,0.213833728,2.958281062,0.003093599,0.031612555
ENSMUSG00000002458_Rgs19,229.1895044,0.678090087,0.229304021,2.95716614,0.003104808,0.031709447
ENSMUSG00000059742_Kcnh7,199.7237381,0.637642476,0.215752904,2.955429394,0.003122342,0.031870794
ENSMUSG00000020592_Sdc1,533.1126884,1.201730243,0.40669569,2.954863482,0.003128074,0.031911572
ENSMUSG00000063297_Luzp2,259.9216702,1.403917126,0.475284474,2.953845964,0.003138406,0.031981438
ENSMUSG00000026893_Gca,869.1756625,0.588599183,0.19930602,2.953243377,0.003144539,0.032008413
ENSMUSG00000020875_Hoxb9,132.3755744,1.303279569,0.441435927,2.952364066,0.003153509,0.032081929
ENSMUSG00000040370_Etfrf1,589.6181841,-0.603409543,0.20445584,-2.951295213,0.003164443,0.03213975
ENSMUSG00000005338_Cadm3,1063.055063,-0.709590474,0.240531776,-2.95009036,0.00317681,0.03224752
ENSMUSG00000021097_Clmn,4538.41375,0.687156996,0.233029452,2.948798918,0.003190115,0.032346812
ENSMUSG00000025650_Col7a1,483.8131968,-0.965564866,0.328369123,-2.940486175,0.003276976,0.032990743
ENSMUSG00000027800_Tm4sf1,728.7852055,0.580454545,0.197524167,2.938650763,0.003296443,0.033114103
ENSMUSG00000026255_Efhd1,158.0023274,-1.117807463,0.380464736,-2.938005438,0.003303312,0.033164966
ENSMUSG00000073418_C4b,1930.623221,0.739197169,0.251686105,2.936980449,0.00331425,0.033223314
ENSMUSG00000026536_Ifi211,171.4603303,0.922052188,0.314171956,2.934864719,0.003336931,0.033374766
ENSMUSG00000032314_Etfa,2310.974019,-0.642302446,0.218846226,-2.934948697,0.003336028,0.033374766
ENSMUSG00000038738_Shank1,219.2136845,-1.138513024,0.387903883,-2.935039001,0.003335058,0.033374766
ENSMUSG00000059824_Dbp,732.5214825,-0.89791804,0.306558305,-2.929028592,0.003400231,0.033878703
ENSMUSG00000047040_Prr15l,767.3146422,0.646401221,0.220868823,2.926629539,0.003426568,0.034122594
ENSMUSG00000034607_Pof1b,194.0454285,3.656510295,1.251355336,2.922039958,0.003477469,0.034461289
ENSMUSG00000071847_Apcdd1,195.5421115,0.804809128,0.275485362,2.921422479,0.00348437,0.034492443
ENSMUSG00000020357_Flt4,443.4782652,0.731968541,0.25069662,2.919738372,0.003503254,0.034623383
ENSMUSG00000048142_Nat8l,128.7426659,-1.213137511,0.415614397,-2.91890156,0.003512671,0.034642895
ENSMUSG00000102752_Gm7694,634.8188584,-0.662841279,0.227113189,-2.918550358,0.003516631,0.034662313
ENSMUSG00000001707_Eef1e1,193.2253192,0.607181685,0.208141259,2.91716158,0.003532327,0.0347826
ENSMUSG00000024978_Gpam,1740.306918,-0.855946245,0.293420118,-2.917135505,0.003532623,0.0347826
ENSMUSG00000039982_Dtx4,869.8088558,0.686159492,0.235345618,2.915539694,0.003550739,0.034942244
ENSMUSG00000041577_Prelp,2406.313004,0.678819951,0.232869416,2.915024061,0.003556611,0.034981281
ENSMUSG00000024087_Cyp1b1,437.4873487,0.70828492,0.243132135,2.913168683,0.003577813,0.035133356
ENSMUSG00000021775_Nr1d2,2409.241744,-0.591161169,0.20297603,-2.912467886,0.003585851,0.035193467
ENSMUSG00000028402_Mpdz,979.7215233,-1.120019052,0.384653672,-2.911759674,0.00359399,0.035216886
ENSMUSG00000067586_S1pr3,255.2729963,-0.649280592,0.223018244,-2.911333975,0.003598891,0.035242474
ENSMUSG00000020785_Camkk1,502.2058585,0.703479051,0.241671207,2.910893102,0.003603973,0.035258261
ENSMUSG00000041329_Atp1b2,770.6299004,-1.013849066,0.348367036,-2.910289897,0.003610937,0.035307576
ENSMUSG00000023827_Agpat4,1174.804007,0.61137618,0.21027398,2.907521804,0.003643049,0.035526987
ENSMUSG00000008601_Rab25,1015.732389,0.593182856,0.20440648,2.901976765,0.00370816,0.036104427
ENSMUSG00000028957_Per3,472.6363061,-0.769607417,0.26551035,-2.898596668,0.003748367,0.036457241
ENSMUSG00000042379_Esm1,1268.469543,0.825021808,0.284711455,2.897747158,0.003758535,0.036517445
ENSMUSG00000029762_Akr1b8,211.0347953,0.584059286,0.20159142,2.897242775,0.003764583,0.036556869
ENSMUSG00000002297_Dbf4,108.5373572,0.625817485,0.216027778,2.896930616,0.003768331,0.036573922
ENSMUSG00000031877_Ces2g,284.5977193,1.364855049,0.471195578,2.896578647,0.003772561,0.036595632
ENSMUSG00000060419_Rps16-ps2,262.6742335,0.611614955,0.211272959,2.894904099,0.003792744,0.036771993
ENSMUSG00000037035_Inhbb,127.6050197,1.035586575,0.358054976,2.892255782,0.003824864,0.037024766
ENSMUSG00000052920_Prkg1,273.5929259,-1.279922817,0.442754467,-2.890818525,0.003842399,0.037138538
ENSMUSG00000003271_Sult2b1,122.9354433,1.16625547,0.403709383,2.888849054,0.003866546,0.03729819
ENSMUSG00000028843_Sh3bgrl3,1362.97383,0.592232895,0.205167507,2.886582299,0.003894509,0.037461951
ENSMUSG00000046731_Kctd11,376.1758771,0.782762999,0.271523808,2.882852167,0.003940923,0.037835493
ENSMUSG00000021340_Gpld1,244.7425763,1.431003717,0.496828219,2.880278661,0.003973238,0.038079631
ENSMUSG00000028607_Cpt2,975.6684567,-0.622772615,0.216272155,-2.87957835,0.003982073,0.038130273
ENSMUSG00000060586_H2-Eb1,4550.948069,0.655859,0.227851869,2.87844468,0.003996414,0.03822195
