,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,,,,
ENSMUSG00000063415_Cyp26b1,140.7519432,-0.256434221,0.361914178,-0.708549808,0.478603893,0.756529507,,,19,ENSMUSG00000063415
ENSMUSG00000021481_Zfp346,486.3068717,0.10214053,0.144177262,0.708437161,0.478673822,0.756574918,,,19,ENSMUSG00000021481
ENSMUSG00000022131_Gpr180,394.5548911,0.125620464,0.177405946,0.708096134,0.47888556,0.756649075,,,19,ENSMUSG00000022131
ENSMUSG00000027787_Nmd3,526.9170558,-0.146932239,0.207463559,-0.708231555,0.478801474,0.756649075,,,19,ENSMUSG00000027787
ENSMUSG00000031858_Mau2,1238.100391,-0.105625133,0.149148197,-0.708189133,0.478827813,0.756649075,,,19,ENSMUSG00000031858
ENSMUSG00000108477_Gm44878,12.22548104,0.450844617,0.636688605,0.708108507,0.478877877,0.756649075,,,19,ENSMUSG00000108477
ENSMUSG00000022215_Fitm1,498.0922225,0.527228555,0.745082466,0.707611009,0.479186855,0.756865904,,,19,ENSMUSG00000022215
ENSMUSG00000029029_Wrap73,179.4733003,-0.157686049,0.222864149,-0.707543361,0.479228877,0.756865904,,,19,ENSMUSG00000029029
ENSMUSG00000036620_Mgat4b,1109.965112,-0.089709745,0.126784077,-0.707578963,0.479206761,0.756865904,,,19,ENSMUSG00000036620
ENSMUSG00000040725_Hnrnpul1,2645.134097,0.08278052,0.116991767,0.707575607,0.479208845,0.756865904,,,19,ENSMUSG00000040725
ENSMUSG00000084790_Gm15879,8.503108686,0.486564463,0.687649565,0.707576195,0.47920848,0.756865904,,,19,ENSMUSG00000084790
ENSMUSG00000024563_Smad2,725.5236384,-0.127129858,0.179695638,-0.707473254,0.479272428,0.75686959,,,19,ENSMUSG00000024563
ENSMUSG00000034022_Cpsf1,1147.144393,-0.096678761,0.136679935,-0.707336901,0.479357139,0.756896223,,,19,ENSMUSG00000034022
ENSMUSG00000086392_Mccc1os,9.340309803,0.416299411,0.588564279,0.707313417,0.47937173,0.756896223,,,19,ENSMUSG00000086392
ENSMUSG00000020869_Lrrc59,2280.494516,-0.099116998,0.140154358,-0.707198832,0.479442925,0.756943549,,,19,ENSMUSG00000020869
ENSMUSG00000087390_Gm7598,14.41386015,0.370117944,0.523476162,0.707038776,0.479542381,0.757035484,,,19,ENSMUSG00000087390
ENSMUSG00000028794_A3galt2,8.174176394,0.557879825,0.789287894,0.706814115,0.479682001,0.757125717,,,19,ENSMUSG00000028794
ENSMUSG00000085875_Gm12905,21.80078296,0.380093465,0.537714262,0.706868857,0.479647979,0.757125717,,,19,ENSMUSG00000085875
ENSMUSG00000017679_Ttpal,541.8015674,-0.142803672,0.202082157,-0.70666146,0.479776885,0.757174901,,,19,ENSMUSG00000017679
ENSMUSG00000021039_Snw1,1266.322908,-0.074083232,0.104849851,-0.706564971,0.479836864,0.757174901,,,19,ENSMUSG00000021039
ENSMUSG00000070972_Dnajc25,330.1999811,0.125032163,0.176948912,0.706600349,0.479814872,0.757174901,,,19,ENSMUSG00000070972
ENSMUSG00000019861_Gopc,752.7903207,-0.092471019,0.130912363,-0.70635818,0.479965421,0.757282965,,,19,ENSMUSG00000019861
ENSMUSG00000044694_2010007H06Rik,218.2622559,0.215833805,0.305631573,0.706189492,0.480070304,0.757282965,,,19,ENSMUSG00000044694
ENSMUSG00000066513_Klk1b4,34.78506059,0.543854575,0.770105503,0.706207881,0.48005887,0.757282965,,,19,ENSMUSG00000066513
ENSMUSG00000078317_F8a,195.3032875,-0.155899717,0.220734339,-0.70627759,0.480015527,0.757282965,,,19,ENSMUSG00000078317
ENSMUSG00000026946_Nmi,404.5032181,-0.106237295,0.150489732,-0.70594381,0.480223082,0.757458894,,,19,ENSMUSG00000026946
ENSMUSG00000007039_Ddah2,1060.53958,-0.134895081,0.19115469,-0.705685438,0.480383779,0.757602663,,,19,ENSMUSG00000007039
ENSMUSG00000027752_Exosc8,364.528491,-0.123270038,0.174686444,-0.705664594,0.480396744,0.757602663,,,19,ENSMUSG00000027752
ENSMUSG00000048138_Dmrt2,133.6849387,0.247393974,0.35064187,0.705546014,0.480470507,0.757653922,,,19,ENSMUSG00000048138
ENSMUSG00000042185_Nfrkb,615.2116875,0.120891632,0.171369962,0.705442366,0.480534986,0.757690534,,,19,ENSMUSG00000042185
ENSMUSG00000035401_Emsy,797.3755897,0.141941797,0.201318229,0.705061821,0.480771765,0.757868651,,,19,ENSMUSG00000035401
ENSMUSG00000057497_Fam136a,386.6207578,-0.098925811,0.140301913,-0.705092386,0.480752745,0.757868651,,,19,ENSMUSG00000057497
ENSMUSG00000110018_5430437J10Rik,7.301599269,-0.488195809,0.692301503,-0.705178028,0.480699453,0.757868651,,,19,ENSMUSG00000110018
ENSMUSG00000031323_Dmrtc1a,45.65076127,0.369884002,0.524908279,0.704664065,0.481019319,0.758193799,,,19,ENSMUSG00000031323
ENSMUSG00000085154_C130046K22Rik,7.267986945,0.43234864,0.613870001,0.704299997,0.481245968,0.758485942,,,19,ENSMUSG00000085154
ENSMUSG00000026670_Uap1,1129.871251,-0.113155053,0.160737481,-0.703974284,0.481448789,0.75871766,,,19,ENSMUSG00000026670
ENSMUSG00000097823_Gm16701,14.891499,-0.374223083,0.531633537,-0.703911731,0.481487745,0.75871766,,,19,ENSMUSG00000097823
ENSMUSG00000103081_Pcdhgb8,11.17300665,0.519837176,0.738546861,0.703864851,0.481516942,0.75871766,,,19,ENSMUSG00000103081
ENSMUSG00000042569_Dhrs7b,340.8212299,0.14623724,0.207827685,0.703646581,0.481652895,0.758833846,,,19,ENSMUSG00000042569
ENSMUSG00000091623_Gm17092,9.829528556,-0.465818307,0.66203693,-0.70361378,0.481673327,0.758833846,,,19,ENSMUSG00000091623
ENSMUSG00000021973_Micu2,992.4935076,0.092845223,0.131988053,0.70343657,0.481783723,0.758942653,,,19,ENSMUSG00000021973
ENSMUSG00000042106_Inka1,68.97329578,0.201157111,0.285998316,0.703350684,0.481837232,0.758961837,,,19,ENSMUSG00000042106
ENSMUSG00000024217_Snrpc,450.5305603,-0.163722686,0.232878722,-0.703038407,0.482031815,0.759203209,,,19,ENSMUSG00000024217
ENSMUSG00000030259_Rassf8,572.2203976,-0.12630594,0.179683295,-0.702936467,0.482095344,0.759238147,,,19,ENSMUSG00000030259
ENSMUSG00000015656_Hspa8,25273.7386,-0.111522714,0.158672159,-0.70284992,0.482149283,0.759257979,,,19,ENSMUSG00000015656
ENSMUSG00000003099_Ppp5c,1327.2213,-0.098081653,0.139602454,-0.702578291,0.482318595,0.759416184,,,19,ENSMUSG00000003099
ENSMUSG00000029212_Gabrb1,6.139372514,-0.500966276,0.713197045,-0.702423376,0.482415171,0.759416184,,,19,ENSMUSG00000029212
ENSMUSG00000057788_Ddx49,531.6672118,-0.119465044,0.170061451,-0.702481622,0.482378859,0.759416184,,,19,ENSMUSG00000057788
ENSMUSG00000098650_Commd1b,343.9274288,-0.208968214,0.297490095,-0.702437552,0.482406333,0.759416184,,,19,ENSMUSG00000098650
ENSMUSG00000006763_Saal1,203.2491226,-0.145029309,0.206566354,-0.702095505,0.482619606,0.75967288,,,19,ENSMUSG00000006763
ENSMUSG00000055323_Gm9967,17.51741643,0.308951391,0.440105082,0.701994599,0.482682532,0.759706808,,,19,ENSMUSG00000055323
ENSMUSG00000046675_Tmem251,179.7229913,-0.141241049,0.201290615,-0.701677269,0.482880452,0.759822943,,,19,ENSMUSG00000046675
ENSMUSG00000066438_Plekhd1,2206.632906,-0.151471241,0.21586014,-0.701710103,0.482859971,0.759822943,,,19,ENSMUSG00000066438
ENSMUSG00000104346_Pcdhga3,71.37822337,0.199180127,0.283810609,0.701806488,0.482799852,0.759822943,,,19,ENSMUSG00000104346
ENSMUSG00000031467_Agpat5,543.5621293,-0.112828309,0.16084369,-0.70147799,0.483004766,0.759953433,,,19,ENSMUSG00000031467
ENSMUSG00000039623_Ap5z1,470.9012223,0.175330618,0.250026636,0.70124776,0.483148409,0.760114311,,,19,ENSMUSG00000039623
ENSMUSG00000028603_Scp2,3223.057914,0.104862378,0.149567551,0.701103796,0.483238242,0.760125392,,,19,ENSMUSG00000028603
ENSMUSG00000031176_Dynlt3,2112.902259,-0.068392931,0.09754434,-0.701147103,0.483211217,0.760125392,,,19,ENSMUSG00000031176
ENSMUSG00000055882_Abhd16b,4.623049411,0.632119134,0.901915294,0.700863084,0.483388465,0.760229587,,,19,ENSMUSG00000055882
ENSMUSG00000056313_Tcim,994.8943505,-0.084424462,0.120456459,-0.700871192,0.483383404,0.760229587,,,19,ENSMUSG00000056313
ENSMUSG00000097146_Gm4211,18.42037213,0.33352063,0.475915059,0.700798648,0.483428682,0.760229587,,,19,ENSMUSG00000097146
ENSMUSG00000022286_Grhl2,976.2202795,-0.122011532,0.174136313,-0.700666791,0.483510986,0.760293906,,,19,ENSMUSG00000022286
ENSMUSG00000022103_Gfra2,138.8897259,-0.216764601,0.309440519,-0.700504904,0.483612043,0.760322599,,,19,ENSMUSG00000022103
ENSMUSG00000039356_Exosc2,250.5493179,-0.115244879,0.164510247,-0.700533139,0.483594417,0.760322599,,,19,ENSMUSG00000039356
ENSMUSG00000108446_Gm44997,8.661543739,0.402483502,0.574949598,0.70003267,0.483906902,0.760721038,,,19,ENSMUSG00000108446
ENSMUSG00000093803_Ppp2r3d,399.1934471,-0.094617344,0.135180788,-0.699931887,0.483969842,0.760754855,,,19,ENSMUSG00000093803
ENSMUSG00000001520_Nrip2,51.77833955,0.231930788,0.331694887,0.699229314,0.484408734,0.760778524,,,19,ENSMUSG00000001520
ENSMUSG00000003662_Ciao1,875.1768245,0.13335132,0.190557765,0.699794731,0.484055506,0.760778524,,,19,ENSMUSG00000003662
ENSMUSG00000005362_Crbn,617.7448838,0.088753905,0.126952615,0.699110491,0.484482983,0.760778524,,,19,ENSMUSG00000005362
ENSMUSG00000006456_Rbm14,548.7831816,-0.120511531,0.172394361,-0.699045671,0.48452349,0.760778524,,,19,ENSMUSG00000006456
ENSMUSG00000021000_Mia2,1902.372692,0.103333309,0.147723956,0.699502723,0.484237912,0.760778524,,,19,ENSMUSG00000021000
ENSMUSG00000027879_Sec22b,1229.789017,-0.092891048,0.132840383,-0.699268148,0.484384469,0.760778524,,,19,ENSMUSG00000027879
ENSMUSG00000029173_Sepsecs,374.8855041,0.103356938,0.147708147,0.699737559,0.484091216,0.760778524,,,19,ENSMUSG00000029173
ENSMUSG00000039887_Alg14,376.9017377,0.111925112,0.160065159,0.69924719,0.484397564,0.760778524,,,19,ENSMUSG00000039887
ENSMUSG00000042045_Sln,565.0318297,-0.602429814,0.861655455,-0.699153949,0.484455826,0.760778524,,,19,ENSMUSG00000042045
ENSMUSG00000056268_Dennd1b,509.8115604,-0.104918831,0.150057043,-0.699192977,0.484431439,0.760778524,,,19,ENSMUSG00000056268
ENSMUSG00000079884_Gm10698,264.5495002,0.26252154,0.375274793,0.699544825,0.48421161,0.760778524,,,19,ENSMUSG00000079884
ENSMUSG00000105053_Gm43064,6.581116188,1.209481921,1.72968008,0.699251807,0.484394679,0.760778524,,,19,ENSMUSG00000105053
ENSMUSG00000112352_Gm40617,8.340991405,0.569407248,0.814400777,0.699173261,0.484443759,0.760778524,,,19,ENSMUSG00000112352
ENSMUSG00000029279_Brdt,62.42519462,0.190248962,0.272235781,0.698838931,0.484652696,0.760834938,,,19,ENSMUSG00000029279
ENSMUSG00000029505_Ep400,1238.427531,-0.12845968,0.183806073,-0.69888703,0.484622634,0.760834938,,,19,ENSMUSG00000029505
ENSMUSG00000033972_Zfp944,330.0732739,-0.112171392,0.160529251,-0.698759832,0.484702135,0.760834938,,,19,ENSMUSG00000033972
ENSMUSG00000107017_Gm43196,16.24294019,0.344737369,0.493382019,0.698723011,0.484725151,0.760834938,,,19,ENSMUSG00000107017
ENSMUSG00000085479_9430073C21Rik,76.91225651,0.556455449,0.796537479,0.698592927,0.484806465,0.760897532,,,19,ENSMUSG00000085479
ENSMUSG00000025591_Tma16,224.2571259,0.134873708,0.193093843,0.698487872,0.48487214,0.76093557,,,19,ENSMUSG00000025591
ENSMUSG00000000167_Pih1d2,52.17705916,0.323614382,0.463512545,0.698178259,0.485065721,0.761109274,,,19,ENSMUSG00000000167
ENSMUSG00000086728_Man2c1os,19.11952879,0.339084161,0.485667171,0.698182173,0.485063273,0.761109274,,,19,ENSMUSG00000086728
ENSMUSG00000019891_Dcbld1,147.6237178,-0.20389923,0.29207502,-0.698105677,0.485111108,0.761115454,,,19,ENSMUSG00000019891
ENSMUSG00000028431_Elp1,645.6079016,0.1434407,0.20549275,0.698032899,0.48515662,0.761121829,,,19,ENSMUSG00000028431
ENSMUSG00000028073_Pear1,580.5537587,-0.119875247,0.171824675,-0.697660259,0.485389687,0.761357378,,,19,ENSMUSG00000028073
ENSMUSG00000031967_Afg3l1,880.5186561,0.092705868,0.132874246,0.69769629,0.485367149,0.761357378,,,19,ENSMUSG00000031967
ENSMUSG00000097559_D430018E03Rik,13.68538281,-0.460196352,0.659731009,-0.697551495,0.485457725,0.761399061,,,19,ENSMUSG00000097559
ENSMUSG00000030720_Cln3,385.8597684,-0.128712073,0.184573245,-0.69734957,0.485584053,0.761532152,,,19,ENSMUSG00000030720
ENSMUSG00000069867_Pabpn1l,50.33147306,0.336031095,0.481929098,0.697262515,0.485638522,0.761552535,,,19,ENSMUSG00000069867
ENSMUSG00000027985_Lef1,10.93099334,0.49495084,0.710202166,0.696915419,0.485855728,0.76164459,,,19,ENSMUSG00000027985
ENSMUSG00000030603_Psmc4,1542.156507,-0.106868648,0.153317803,-0.697040044,0.485777734,0.76164459,,,19,ENSMUSG00000030603
ENSMUSG00000037617_Spag1,446.3823028,0.14299706,0.205203901,0.696853517,0.48589447,0.76164459,,,19,ENSMUSG00000037617
ENSMUSG00000037754_Ppp1r16b,189.0285549,-0.164570039,0.236189549,-0.696771047,0.485946088,0.76164459,,,19,ENSMUSG00000037754
ENSMUSG00000080717_B230307C23Rik,57.24473801,-0.300500939,0.43126855,-0.696783799,0.485938106,0.76164459,,,19,ENSMUSG00000080717
ENSMUSG00000117822_Eef1a1-ps1,18.78362213,-0.343595745,0.492960476,-0.697004653,0.485799882,0.76164459,,,19,ENSMUSG00000117822
ENSMUSG00000027582_Zgpat,1370.80649,-0.099339771,0.142600824,-0.696628312,0.486035433,0.761711563,,,19,ENSMUSG00000027582
ENSMUSG00000048200_Cracr2b,332.1128253,0.144799843,0.207875434,0.696570249,0.48607178,0.761711563,,,19,ENSMUSG00000048200
ENSMUSG00000106904_Gm43029,9.450221528,-0.479900637,0.689106702,-0.696409766,0.486172249,0.761803994,,,19,ENSMUSG00000106904
ENSMUSG00000099241_Gm18852,14.40785995,0.728334134,1.04610442,0.69623464,0.486281897,0.761910792,,,19,ENSMUSG00000099241
ENSMUSG00000027030_Stk39,569.5073936,0.102084776,0.146660809,0.696060361,0.486391029,0.762016762,,,19,ENSMUSG00000027030
ENSMUSG00000036875_Dna2,69.45297277,-0.198347842,0.285025054,-0.695896165,0.486493859,0.762112843,,,19,ENSMUSG00000036875
ENSMUSG00000092300_Cdk3,12.13454808,-0.354448893,0.509422518,-0.69578568,0.486563058,0.762156226,,,19,ENSMUSG00000092300
ENSMUSG00000026014_Raph1,1341.736722,0.148687681,0.213796817,0.695462554,0.48676547,0.762343227,,,19,ENSMUSG00000026014
ENSMUSG00000107379_Gm43126,19.40281993,0.539716919,0.776010796,0.695501818,0.486740873,0.762343227,,,19,ENSMUSG00000107379
ENSMUSG00000024891_Slc29a2,65.7434439,0.299739608,0.431044858,0.695379152,0.486817722,0.762360041,,,19,ENSMUSG00000024891
ENSMUSG00000022615_Tymp,22.76783398,0.326060442,0.46896887,0.695270972,0.486885502,0.762401167,,,19,ENSMUSG00000022615
ENSMUSG00000024395_Lims2,422.9260392,0.111625694,0.160594666,0.69507722,0.48700691,0.762500455,,,19,ENSMUSG00000024395
ENSMUSG00000039013_Siglecf,6.824193919,-0.48119882,0.692401931,-0.694970361,0.487073876,0.762500455,,,19,ENSMUSG00000039013
ENSMUSG00000044501_Zfp758,305.4618848,0.130323982,0.187577977,0.694772294,0.487198014,0.762500455,,,19,ENSMUSG00000044501
ENSMUSG00000049488_Tmem67,196.3827669,0.154929429,0.222938858,0.694941338,0.487092065,0.762500455,,,19,ENSMUSG00000049488
ENSMUSG00000055972_2810407A14Rik,7.161476265,0.472337426,0.679804121,0.694814008,0.487171868,0.762500455,,,19,ENSMUSG00000055972
ENSMUSG00000085382_Gm13861,6.60799881,-0.739840065,1.064867061,-0.694772233,0.487198052,0.762500455,,,19,ENSMUSG00000085382
ENSMUSG00000032606_Nicn1,503.6664478,0.111331463,0.160270431,0.694647556,0.487276202,0.762557772,,,19,ENSMUSG00000032606
ENSMUSG00000021453_Gadd45g,461.9768006,0.215440042,0.310329222,0.694230601,0.487537605,0.762888943,,,19,ENSMUSG00000021453
ENSMUSG00000116953_9030025P20Rik,353.1823034,-0.13066912,0.188235895,-0.694177485,0.487570911,0.762888943,,,19,ENSMUSG00000116953
ENSMUSG00000009585_Apobec3,1937.258062,-0.145620406,0.209875741,-0.693841056,0.487781892,0.762959019,,,19,ENSMUSG00000009585
ENSMUSG00000035696_Rnf38,1281.860376,-0.140444171,0.202411606,-0.693854339,0.487773561,0.762959019,,,19,ENSMUSG00000035696
ENSMUSG00000040746_Rnf167,1336.406339,0.085541265,0.123283234,0.693859679,0.487770212,0.762959019,,,19,ENSMUSG00000040746
ENSMUSG00000078765_U2af1l4,391.7488239,-0.117532562,0.169372516,-0.693929366,0.487726507,0.762959019,,,19,ENSMUSG00000078765
ENSMUSG00000024843_Chka,1522.871768,-0.179581802,0.25898009,-0.693419337,0.488046431,0.763186288,,,19,ENSMUSG00000024843
ENSMUSG00000029075_Tnfrsf4,21.5914483,-0.326458829,0.470846555,-0.693344415,0.488093436,0.763186288,,,19,ENSMUSG00000029075
ENSMUSG00000052825_Gm9892,6.058011345,0.481330896,0.694197231,0.69336332,0.488081575,0.763186288,,,19,ENSMUSG00000052825
ENSMUSG00000092233_Gm20403,4.461645117,1.171366343,1.689002695,0.693525443,0.487979864,0.763186288,,,19,ENSMUSG00000092233
ENSMUSG00000025857_Dnaaf5,350.1235594,0.166885793,0.240753344,0.69318162,0.488195581,0.763216028,,,19,ENSMUSG00000025857
ENSMUSG00000086495_Gm13778,5.410527306,0.545590212,0.787070713,0.693190845,0.488189793,0.763216028,,,19,ENSMUSG00000086495
ENSMUSG00000029765_Plxna4,116.1407592,0.218615146,0.315442941,0.693041809,0.488283314,0.763235899,,,19,ENSMUSG00000029765
ENSMUSG00000034640_Tiparp,523.3777986,0.102921499,0.14850968,0.693028893,0.48829142,0.763235899,,,19,ENSMUSG00000034640
ENSMUSG00000031833_Mast3,457.6017478,0.119113762,0.172019487,0.692443419,0.488658907,0.763438203,,,19,ENSMUSG00000031833
ENSMUSG00000032584_Mst1r,47.64670018,-0.290120407,0.418991646,-0.692425279,0.488670295,0.763438203,,,19,ENSMUSG00000032584
ENSMUSG00000038909_Kat7,1166.947198,-0.086078963,0.124284443,-0.692596439,0.488562846,0.763438203,,,19,ENSMUSG00000038909
ENSMUSG00000048406_B330016D10Rik,73.42483567,0.211029932,0.304721884,0.692532907,0.488602728,0.763438203,,,19,ENSMUSG00000048406
ENSMUSG00000059842_Zfp341,75.71405902,0.18063363,0.260865274,0.692440307,0.488660861,0.763438203,,,19,ENSMUSG00000059842
ENSMUSG00000071659_Hnrnpul2,3548.895461,-0.081098008,0.117079749,-0.692673225,0.488514646,0.763438203,,,19,ENSMUSG00000071659
ENSMUSG00000053175_Bcl3,248.465311,-0.128772261,0.186000726,-0.692321283,0.488735587,0.763475252,,,19,ENSMUSG00000053175
ENSMUSG00000028800_Hdac1,1602.309736,-0.094713007,0.136863622,-0.692024696,0.48892182,0.763701207,,,19,ENSMUSG00000028800
ENSMUSG00000058240_Cryzl1,539.621822,0.122153753,0.17655774,0.691862917,0.48902342,0.763794936,,,19,ENSMUSG00000058240
ENSMUSG00000035370_Gm49322,49.69681079,0.28526094,0.412499068,0.691543237,0.489224219,0.764043574,,,19,ENSMUSG00000035370
ENSMUSG00000036151_Tm6sf2,10.57851987,0.396903941,0.574100768,0.691348911,0.489346302,0.764169244,,,19,ENSMUSG00000036151
ENSMUSG00000027109_Sp3,1582.374905,-0.087733676,0.126916,-0.691273563,0.489393642,0.764176884,,,19,ENSMUSG00000027109
ENSMUSG00000027222_Pex16,413.6114213,-0.10744892,0.155514797,-0.69092409,0.489613246,0.764176884,,,19,ENSMUSG00000027222
ENSMUSG00000030657_Xylt1,228.8378062,0.220039973,0.318368164,0.691149424,0.489471644,0.764176884,,,19,ENSMUSG00000030657
ENSMUSG00000035093_Secisbp2l,1381.077545,-0.117358221,0.16986834,-0.690877544,0.489642499,0.764176884,,,19,ENSMUSG00000035093
ENSMUSG00000078588_Ccdc24,45.63837943,0.369545493,0.534850267,0.690932614,0.48960789,0.764176884,,,19,ENSMUSG00000078588
ENSMUSG00000102691_Gm37780,5.974039193,-0.488371011,0.706689808,-0.691068423,0.489522543,0.764176884,,,19,ENSMUSG00000102691
ENSMUSG00000111905_Gm48045,6.153638056,0.529728854,0.766518531,0.691084211,0.489512622,0.764176884,,,19,ENSMUSG00000111905
ENSMUSG00000073147_5031425E22Rik,342.3386375,0.127735297,0.184908773,0.690801714,0.489690158,0.764186316,,,19,ENSMUSG00000073147
ENSMUSG00000019808_Adat2,50.22479018,0.213628623,0.309365815,0.690537262,0.489856385,0.764209826,,,19,ENSMUSG00000019808
ENSMUSG00000031360_Ctps2,738.5791987,-0.113660649,0.164619002,-0.690446715,0.489913308,0.764209826,,,19,ENSMUSG00000031360
ENSMUSG00000074682_Zcchc3,207.9406262,0.204063494,0.295497723,0.69057552,0.489832336,0.764209826,,,19,ENSMUSG00000074682
ENSMUSG00000078435_AU041133,106.9942657,0.155670532,0.225450576,0.690486293,0.489888427,0.764209826,,,19,ENSMUSG00000078435
ENSMUSG00000109455_Gm44710,5.809642674,-0.510833041,0.739652236,-0.690639488,0.489792126,0.764209826,,,19,ENSMUSG00000109455
ENSMUSG00000028479_Gne,1407.673543,-0.109465134,0.158568177,-0.690334819,0.489983656,0.764223173,,,19,ENSMUSG00000028479
ENSMUSG00000105096_Gbp10,86.86776454,0.372146389,0.53910764,0.690300713,0.490005099,0.764223173,,,19,ENSMUSG00000105096
ENSMUSG00000028898_Trnau1ap,441.1131914,-0.102065662,0.14790102,-0.690094371,0.490134843,0.764360604,,,19,ENSMUSG00000028898
ENSMUSG00000078887_Gm6710,64.97095732,0.230635826,0.334407466,0.689685038,0.490392277,0.764697129,,,19,ENSMUSG00000078887
ENSMUSG00000005360_Slc1a3,426.3859955,-0.243424706,0.353054252,-0.689482435,0.490519723,0.764813304,,,19,ENSMUSG00000005360
ENSMUSG00000015733_Capza2,2793.139625,0.120036005,0.17413621,0.689322481,0.490620354,0.764813304,,,19,ENSMUSG00000015733
ENSMUSG00000021773_Comtd1,69.75055236,-0.222908504,0.323380926,-0.689306284,0.490630544,0.764813304,,,19,ENSMUSG00000021773
ENSMUSG00000029102_Hgfac,5.372626359,0.663058809,0.961928183,0.68930178,0.490633378,0.764813304,,,19,ENSMUSG00000029102
ENSMUSG00000021643_Serf1,118.6269627,0.166445875,0.241498337,0.689221618,0.490683814,0.764827,,,19,ENSMUSG00000021643
ENSMUSG00000027722_Spata5,202.5183261,-0.127604035,0.185182818,-0.689070599,0.490778841,0.764840388,,,19,ENSMUSG00000027722
ENSMUSG00000034135_Sik3,821.0667255,0.103763524,0.150598127,0.689009392,0.490817357,0.764840388,,,19,ENSMUSG00000034135
ENSMUSG00000055900_Tmem69,237.7261194,0.119298556,0.173139625,0.689030922,0.490803809,0.764840388,,,19,ENSMUSG00000055900
ENSMUSG00000002307_Daxx,514.9817456,-0.106788484,0.155041712,-0.688772603,0.490966379,0.764965975,,,19,ENSMUSG00000002307
ENSMUSG00000020283_Pex13,778.4385791,0.138935281,0.201740999,0.688681436,0.491023761,0.764965975,,,19,ENSMUSG00000020283
ENSMUSG00000025246_Tbl1x,2057.293322,-0.110047119,0.159808759,-0.688617573,0.49106396,0.764965975,,,19,ENSMUSG00000025246
ENSMUSG00000056941_Commd7,456.5190882,-0.120727546,0.175318964,-0.688616584,0.491064582,0.764965975,,,19,ENSMUSG00000056941
ENSMUSG00000038005_Hpf1,339.5630532,-0.120770213,0.175416445,-0.688477146,0.491152357,0.76503781,,,19,ENSMUSG00000038005
