"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"Gm37152",0.724632474,2.181814787,2.088012488,1.044924204,0.296058002,NA,NA
"Gm38114",2.98366294,-0.089273625,1.156332926,-0.077204085,0.938461192,NA,NA
"Gm38355",0.793227095,-0.96347211,1.941468556,-0.496259446,0.619711374,NA,NA
"Gm19918",2.608523543,1.756703788,1.428389896,1.229848932,0.218753681,NA,NA
"Gm37503",2.538375676,-1.362807954,1.095661782,-1.243821749,0.213565174,NA,NA
"Gm37549",1.206552998,0.08650904,1.45305365,0.059536026,0.952525172,NA,NA
"Gm20236",0.699174454,1.094552474,2.361987774,0.463403107,0.643075452,NA,NA
"Gm38120",1.94118318,-0.907997191,1.425400929,-0.637011786,0.524117167,NA,NA
"Gm38118",0.872337102,1.399121393,1.953514687,0.716207255,0.473863384,NA,NA
"Pcdha5",2.197273782,-0.06060472,1.687180616,-0.035920707,0.971345585,NA,NA
"Gm37393",0.657575615,-1.331614339,2.332523772,-0.570889933,0.568074256,NA,NA
"Gm37979",0.919919499,-0.795811602,1.890718563,-0.420904315,0.673824954,NA,NA
"Gm38293",3.20932012,0.641153278,1.076985546,0.595322083,0.551628198,NA,NA
"Gm38150",2.935459648,0.407140822,0.936525104,0.43473562,0.66375434,NA,NA
"Gm37170",0.684051702,2.124033701,3.048564617,0.696732387,0.485970287,NA,NA
"Gm37168",2.582212654,-1.509937412,1.117107069,-1.35164968,0.17648741,NA,NA
"Gm37169",2.820927162,-0.042856735,0.980257065,-0.043719894,0.965127681,NA,NA
"Gm37088",1.00492603,-2.018548413,2.110261952,-0.956539263,0.338799858,NA,NA
"Gm37328",1.686805458,0.340844276,1.491740585,0.228487634,0.819267169,NA,NA
"Gm38388",0.974177193,3.913151174,2.06928264,1.891066546,0.058615462,NA,NA
"Gm37787",0.809706655,-1.585169869,2.21182732,-0.716678854,0.473572276,NA,NA
"Gm17970",2.269974183,-1.971173386,1.307835137,-1.507203263,0.131758564,NA,NA
"Gm37158",1.48387943,-0.007710988,2.076182162,-0.003714023,0.997036645,NA,NA
"Gm38091",2.432136694,0.06752299,1.048942796,0.064372424,0.948673687,NA,NA
"Gm37914",1.844009239,-0.466409615,1.243517019,-0.375072965,0.707606203,NA,NA
"Gm37277",1.940749001,0.767063773,1.118685434,0.685683169,0.492912923,NA,NA
"Gm37274",2.890407367,-1.09011243,0.9325163,-1.169000939,0.242403253,NA,NA
"Gm35048",3.529447011,0.672387528,1.132371028,0.593787293,0.552654389,NA,NA
"Gm37800",0.996581077,1.601229345,1.932641644,0.828518494,0.407376926,NA,NA
"Pcdha12",3.19664669,1.545185002,1.822390915,0.847888886,0.396499855,NA,NA
"Gm38357",0.913693802,-1.838372043,2.499184476,-0.735588774,0.461980997,NA,NA
"Gm37402",1.642278343,0.391487261,1.365178621,0.286766328,0.774291247,NA,NA
"Gm37995",0.688562009,0.492473563,1.837362406,0.268032894,0.788673999,NA,NA
"Gm38156",0.862315182,3.087965462,2.227536861,1.386269074,0.165664756,NA,NA
"Gm38157",3.27042959,0.817865466,0.869466863,0.940651681,0.346883388,NA,NA
"C630004L07Rik",1.1967087,2.861249157,1.839441322,1.555499011,0.11982727,NA,NA
"Gm38158",0.814826305,0.047939491,1.740096975,0.027549896,0.978021144,NA,NA
"Gm37931",2.861303134,0.64174429,1.096303722,0.585370894,0.558298355,NA,NA
"Gm5541",0.791099208,-2.500258795,2.125167841,-1.17649945,0.239395352,NA,NA
"Gm37933",1.352608371,2.53883638,1.415307905,1.793840316,0.07283866,NA,NA
"Gm18300",0.722801203,-1.455526995,2.686531984,-0.541786587,0.587965532,NA,NA
"Pcdha1",3.380884758,0.592634602,1.653867045,0.358332674,0.720094369,NA,NA
"Gm37132",2.426547905,0.486429145,1.242616635,0.391455523,0.695460558,NA,NA
"Gm36948",1.306653674,-0.205331458,1.528603947,-0.134326133,0.893144689,NA,NA
"Gm37696",2.650420664,-0.670429467,1.08201304,-0.619613112,0.535512532,NA,NA
"Gm37697",2.112752208,1.181100985,1.072670779,1.101084329,0.270859957,NA,NA
"Gm10657",3.530470426,-1.272304698,0.906342867,-1.403778575,0.160384796,NA,NA
"Gm37412",1.333230123,0.132337178,1.568209648,0.084387427,0.932748403,NA,NA
"Gm38372",2.24302911,-1.977281588,1.347223269,-1.46767179,0.142193397,NA,NA
"Gm37669",1.206975328,0.102758044,1.546381977,0.066450622,0.947019069,NA,NA
"Gm38220",2.821533349,-0.887121089,1.199646299,-0.739485538,0.459612218,NA,NA
"Gm38070",1.893850595,-2.378895797,1.935961735,-1.228792777,0.21914951,NA,NA
"C630004M23Rik",3.940893463,-0.693712127,0.822830264,-0.843080472,0.39918344,NA,NA
"Gm37113",0.982132035,-2.809598225,2.943043728,-0.954657316,0.339751022,NA,NA
"Gm37353",1.03925237,1.754959806,1.919878025,0.914099637,0.360664493,NA,NA
"Gm34882",1.815429534,0.240848229,1.113473858,0.216303443,0.828751225,NA,NA
"1700018A14Rik",0.678316374,1.536964011,2.437166717,0.630635566,0.528278839,NA,NA
"Gm38366",2.273053951,-1.595783272,1.197526566,-1.332566072,0.182674245,NA,NA
"Gm37357",1.488399063,-0.312948813,1.476728332,-0.211920369,0.832169159,NA,NA
"Gm37242",1.299691646,0.000504358,1.399577077,0.000360365,0.999712471,NA,NA
"Gm38329",2.977291262,0.727661892,0.965346117,0.753783414,0.450979285,NA,NA
"Gm29678",1.112021494,0.804682914,1.806288716,0.445489642,0.655965944,NA,NA
"Gm32569",3.567545611,-0.648191267,0.974317604,-0.665277179,0.505873224,NA,NA
"D030062O11Rik",1.074216993,-0.462301987,1.722893566,-0.268328814,0.788446229,NA,NA
"Gm37094",0.699174454,1.094552474,2.361987774,0.463403107,0.643075452,NA,NA
"Gm30074",0.671981568,-1.308947546,1.979862896,-0.661130398,0.508528692,NA,NA
"Gm38317",1.085607846,4.743858466,3.061917192,1.54930985,0.121307253,NA,NA
"1700001G17Rik",3.263395496,-0.226298094,0.875651333,-0.258434019,0.796071964,NA,NA
"Gm37859",3.854221748,2.398104806,1.349116637,1.77753705,0.075479921,NA,NA
"Gm37857",1.828956448,-3.706153098,3.037102013,-1.220292595,0.222353976,NA,NA
"Gm37858",1.150875939,0.588392881,1.6684635,0.352655531,0.724346701,NA,NA
"Gm37856",1.025284612,-0.419125751,1.912204611,-0.219184573,0.826506272,NA,NA
"Pcdha9",0.75740978,2.960863166,3.06828893,0.964988381,0.334550632,NA,NA
"Gm10129",2.999727624,-0.289836231,1.015791446,-0.285330451,0.775390986,NA,NA
"Pcdha8",0.922611352,3.224690414,3.02462792,1.066144498,0.286358327,NA,NA
"Gm37062",0.804384493,-0.379032715,1.98708775,-0.190747849,0.848723148,NA,NA
"Gm20056",3.472086416,-2.656984065,1.419970105,-1.871154932,0.061323609,NA,NA
"Gm37606",0.685970054,1.104191982,2.377571893,0.464420018,0.64234685,NA,NA
"Gm37415",2.70776388,0.745459918,1.294262962,0.575972535,0.564633746,NA,NA
"Gm37420",0.645333463,0.329994843,2.056876613,0.160434924,0.872538481,NA,NA
"Gm37008",0.798861409,0.420559683,1.638751996,0.256634124,0.79746123,NA,NA
"Gm37941",2.422710759,1.812301085,1.40167496,1.292953885,0.196027009,NA,NA
"Gm37940",1.276851727,-0.025470342,1.382023558,-0.018429745,0.985296023,NA,NA
"Gm37500",2.301749127,-0.118655468,1.082818754,-0.109580174,0.912742335,NA,NA
"Gm6123",2.568328678,1.74043034,1.192775181,1.459143657,0.144525573,NA,NA
"Gm37896",0.789504228,0.389709959,1.990000255,0.195834125,0.844739999,NA,NA
"B230112G18Rik",1.6437044,0.443652371,1.269633215,0.349433494,0.726763891,NA,NA
"Gm37894",0.886578708,1.047983435,1.933998006,0.541874103,0.587905238,NA,NA
"Gm36963",0.801054207,0.043931994,1.976924896,0.022222389,0.982270558,NA,NA
"Gm38227",1.142029569,1.193322249,1.616485781,0.738220072,0.460380728,NA,NA
"Gm38228",1.217270993,-0.456990584,1.64406536,-0.277963757,0.781040181,NA,NA
"Gm37268",1.144995951,-0.106719309,1.298586138,-0.082181155,0.934502659,NA,NA
"Gm10766",3.936354514,-0.330667183,0.826998924,-0.399839919,0.689274426,NA,NA
"Gm30173",1.411243768,1.55764089,1.307500793,1.191311622,0.233531273,NA,NA
"Gm38214",2.374732002,0.778978064,1.199145628,0.649610895,0.515943594,NA,NA
"Gm37677",2.204466402,0.547356024,1.17956655,0.46403149,0.642625184,NA,NA
"Gm38025",2.99711799,-0.828225615,2.190240199,-0.378143737,0.705323819,NA,NA
"Gm37362",0.874656946,0.709597893,2.26407544,0.313416188,0.753964487,NA,NA
"Gm17771",4.049207895,-0.329161817,0.851793882,-0.386433648,0.699175534,NA,NA
"Gm37563",1.805824577,-1.676925031,1.216208532,-1.378813737,0.16795219,NA,NA
"Gm6525",0.851005272,-0.588494375,1.979708274,-0.297263179,0.766265591,NA,NA
"Gm37956",0.759007145,0.356475632,2.290221448,0.155651163,0.876307994,NA,NA
"Gm37198",0.651391918,0.946134218,2.84896027,0.332098074,0.739815205,NA,NA
"5430433H01Rik",1.231042604,-0.399814907,1.417445903,-0.282067136,0.777892032,NA,NA
"Gm37027",1.474881846,0.63423632,1.363807135,0.465048395,0.6418968,NA,NA
"A330015K06Rik",2.948076171,0.620419048,0.951944248,0.651738849,0.514569656,NA,NA
"Gm37314",1.948275757,0.064110843,1.436313276,0.044635696,0.96439769,NA,NA
"Gm37313",0.87550336,1.007977962,1.621000467,0.621824597,0.534057211,NA,NA
"Gm37485",0.764482052,1.759342869,2.730475842,0.644335629,0.519357817,NA,NA
"Gm37486",0.797410244,0.512385388,2.050881679,0.24983664,0.802713683,NA,NA
"D130019J16Rik",0.793411203,0.783263898,1.765951263,0.443536531,0.657377702,NA,NA
"Gm44573",2.482766463,0.982664211,1.044660604,0.940654034,0.346882182,NA,NA
"Gm38099",1.754314213,0.009163339,1.345917375,0.006808248,0.994567846,NA,NA
"Gm38248",1.683831419,-0.200587669,1.131837176,-0.177223079,0.859333168,NA,NA
"Gm38249",0.884401949,0.703602354,1.935332988,0.363556224,0.716189421,NA,NA
"Gm37820",2.408650854,1.119806945,1.19110479,0.940141417,0.347145027,NA,NA
"Gm10472",0.989738407,3.06323238,1.981994779,1.545529995,0.12221812,NA,NA
"Gm37986",2.802802454,0.948314345,0.967552182,0.980117003,0.327028367,NA,NA
"Gm36638",3.771833759,0.022679667,1.146962078,0.019773685,0.98422391,NA,NA
"Gm7292",1.186882114,0.42324399,1.774556756,0.238506877,0.811487982,NA,NA
"Gm37592",0.735895068,1.114574247,1.851965456,0.601833173,0.547285191,NA,NA
"Gm37589",1.046617042,-0.72663817,1.641668216,-0.442621818,0.658039301,NA,NA
"Gm37587",1.578557766,-2.064562298,1.427422027,-1.44635732,0.148077006,NA,NA
"Gm9442",0.700701847,1.020269843,2.080891693,0.490304155,0.623918687,NA,NA
"2900018N21Rik",0.732221131,-0.856859904,1.746355895,-0.490655946,0.62366981,NA,NA
"Pcdha4",2.860279386,0.669595272,1.270292069,0.527119147,0.598110851,NA,NA
"Gm37748",1.460644139,-0.118827502,1.54140584,-0.077090341,0.938551677,NA,NA
"Gm37891",0.939673094,0.039985952,1.542648904,0.025920319,0.979320893,NA,NA
"A530064N14Rik",4.332308761,0.214889398,0.806911448,0.266311005,0.789999699,NA,NA
"Gm38299",3.294822648,-0.487454138,1.084284658,-0.449562884,0.653025656,NA,NA
"A130071D04Rik",1.590429376,-0.89397489,1.311786462,-0.681494218,0.495558824,NA,NA
"Gm38042",0.657553721,-0.100799091,2.381150336,-0.042332099,0.966233957,NA,NA
"Gm38043",3.340876294,0.069117456,0.909097601,0.076028642,0.939396311,NA,NA
"Gm9924",1.129531372,0.555111839,1.577284316,0.35194152,0.724882121,NA,NA
"Wdr49",0.945878638,2.02197086,2.039013037,0.991641948,0.321372219,NA,NA
"Gm36975",1.475369958,-0.853785408,1.734916311,-0.492119074,0.622635169,NA,NA
"Gm36976",1.207392245,0.034895358,1.326199663,0.026312296,0.979008248,NA,NA
"Gm37323",0.707061896,-0.440000354,1.760017022,-0.249997783,0.802589063,NA,NA
"Gm38285",1.092255664,0.80768739,1.663411691,0.485560727,0.627278647,NA,NA
"C130089K02Rik",0.949945263,0.741868301,1.409597579,0.526297939,0.598681215,NA,NA
"Gm37125",2.789030456,0.968760605,1.195974152,0.810018012,0.417929824,NA,NA
"Gm37127",1.819914807,-0.943127583,1.295193256,-0.728175181,0.466506357,NA,NA
"Gm38080",1.959131668,1.032784141,1.240599103,0.832488222,0.405133424,NA,NA
"Gm37513",2.54316241,1.521533629,1.137915298,1.337123802,0.181182229,NA,NA
"Gm37510",0.922936438,-0.393173394,1.684789523,-0.233366476,0.815476843,NA,NA
"Gm37509",1.187076621,0.976842401,2.127690033,0.459109356,0.646155639,NA,NA
"Gm37960",1.54173834,-1.028379317,1.2714349,-0.808833639,0.418610844,NA,NA
"Gm31748",2.947740562,0.097634842,1.014253452,0.096262766,0.923311882,NA,NA
"Gm37069",3.669898397,0.938545268,0.878572796,1.068261244,0.285402686,NA,NA
"A430027C01Rik",2.426463104,0.64701497,1.00339889,0.644823287,0.519041709,NA,NA
"Ighv8-8",1.633627343,0.710490342,2.458780685,0.288960437,0.772611653,NA,NA
"Gm37827",3.312750201,-0.986121454,1.102952692,-0.894074117,0.371282237,NA,NA
"BC002189",2.547722553,2.27512022,1.379277419,1.649501535,0.099044929,NA,NA
"Gm10513",0.934469846,1.584981203,2.048284879,0.773808966,0.43904377,NA,NA
"Gm38211",1.002755271,0.98488373,1.686668413,0.583922556,0.559272417,NA,NA
"Gm5837",3.515171991,0.9847957,0.947183958,1.039709015,0.298475111,NA,NA
"Gm37110",0.611013622,1.935681798,2.459854274,0.786909134,0.43133506,NA,NA
"Gm37737",2.261107008,-0.207684203,1.00421723,-0.20681203,0.836156661,NA,NA
"Gm37738",2.382314598,-0.493358918,1.166298084,-0.423012714,0.672285985,NA,NA
"A430027H14Rik",2.239515133,-0.436485082,1.479806288,-0.294960959,0.768023704,NA,NA
"Gm37165",2.077464315,2.831714089,1.600899406,1.768826997,0.07692275,NA,NA
"Gm37163",0.806564994,0.011699453,1.772843919,0.006599257,0.994734593,NA,NA
"Gm18407",0.934858921,0.149600973,2.223695421,0.067275838,0.946362112,NA,NA
"Gm37335",2.908180734,-0.630026225,2.206811633,-0.285491619,0.775267525,NA,NA
"Gm43314",2.520690573,0.554548201,1.16230773,0.477109622,0.633284064,NA,NA
"Gm4610",1.261392229,-0.213030716,1.83144464,-0.116318403,0.907400201,NA,NA
"4921539H07Rik",1.519040796,1.584333342,1.787369463,0.886405064,0.375399292,NA,NA
"Gm567",1.119839427,-1.58044217,2.071052382,-0.76311067,0.445397397,NA,NA
"Gm42675",0.703853548,0.587509116,2.381032267,0.24674555,0.805105152,NA,NA
"Gm42421",2.191445269,-0.399598596,1.221178133,-0.327223838,0.743498592,NA,NA
"Gm43290",1.374055981,-0.346260107,1.356711839,-0.255220082,0.798553121,NA,NA
"Gm9207",3.38895647,-0.821301687,1.049488633,-0.782573209,0.433877779,NA,NA
"Gm43712",0.988489441,0.228386979,1.633709953,0.139796528,0.888820757,NA,NA
"Gm43814",1.918446986,-1.179973137,1.275611383,-0.925025562,0.354952611,NA,NA
"Gm43366",0.988427037,-2.81805659,3.04761326,-0.924676575,0.355134168,NA,NA
"Gm4961",0.924841008,0.781839478,1.953308192,0.40026427,0.688961881,NA,NA
"Gm43689",0.834975444,0.577245422,2.309387739,0.249956044,0.802621342,NA,NA
"5430427N15Rik",0.855600948,-1.253917926,1.661773108,-0.754566264,0.450509272,NA,NA
"Gm42941",4.118343074,-0.195596641,0.964989449,-0.202693036,0.839374966,NA,NA
"Gm43797",1.129234224,-0.052188217,1.709936182,-0.030520564,0.975651893,NA,NA
"Rps4x-ps",1.599166388,-0.134073687,1.195298239,-0.11216756,0.91069055,NA,NA
"Gm43133",0.859992205,0.967901374,1.936300104,0.499871571,0.617165511,NA,NA
"4930405N21Rik",1.482360787,1.079499966,1.247996819,0.864986152,0.38704639,NA,NA
"Gm42503",1.500744765,0.893005222,1.383577369,0.645432082,0.518647218,NA,NA
"Gm42696",0.670641659,0.891534675,2.061121971,0.432548237,0.665343001,NA,NA
"Gm42462",1.922384575,0.436433096,1.229682044,0.354915401,0.72265297,NA,NA
"Gm43592",1.424518539,0.550171077,1.646440495,0.334157887,0.73826042,NA,NA
"Gm42464",0.881149269,2.144139241,2.053449839,1.044164411,0.29640933,NA,NA
"Gm43058",0.669531188,-0.579750935,2.039753001,-0.284226048,0.776237155,NA,NA
"Igkv8-34",1.930227573,5.410661501,3.057437429,1.76967203,0.076781792,NA,NA
"Gm43573",1.165777036,-0.596931806,1.852774701,-0.322182619,0.747314351,NA,NA
"Gm43834",0.624429862,0.319739213,2.404794821,0.132959041,0.894225774,NA,NA
"Gm5869",1.475928612,1.423779009,1.577712963,0.902432218,0.366827313,NA,NA
"Gm42566",2.580682485,1.573448856,1.314329161,1.197149772,0.231248183,NA,NA
"4930515G16Rik",2.046090945,1.485648823,1.318120555,1.127096317,0.25970176,NA,NA
"Gm5547",4.215786512,-0.772863128,0.903696415,-0.855224293,0.39242699,NA,NA
"Gm42794",1.301201164,-0.533195543,1.746271855,-0.305333641,0.760112057,NA,NA
"Gm42901",1.083819494,-0.488946074,1.900894468,-0.257218947,0.797009758,NA,NA
"3110039M20Rik",3.678580679,0.781650002,1.16915629,0.668559036,0.503776811,NA,NA
"Gm42544",2.278380906,0.791065824,1.259385961,0.62813613,0.529914766,NA,NA
"1700008B11Rik",3.572064936,0.491671001,0.913115717,0.538454209,0.59026351,NA,NA
"Gm40332",0.870689824,-0.459010344,2.613573481,-0.175625574,0.860588109,NA,NA
"Gm43758",0.880380276,0.621961561,2.004895024,0.31022151,0.756392514,NA,NA
"1500005C15Rik",1.30521796,-0.46719431,1.573739573,-0.296868884,0.766566613,NA,NA
"Gm43203",3.693407618,0.347882678,0.880564628,0.39506774,0.692792896,NA,NA
"9330198I05Rik",1.657092072,0.705348917,1.392668288,0.506473022,0.612524624,NA,NA
"Gm43718",0.882468641,-0.133345106,2.047338734,-0.065130945,0.948069742,NA,NA
"Gm43061",0.939927831,-1.870225869,1.808432311,-1.034169683,0.301056845,NA,NA
"Gm43273",1.214282051,1.278813394,1.593937586,0.802298286,0.422380434,NA,NA
"Gm43137",2.656833942,0.059546954,1.068531896,0.055727821,0.955558636,NA,NA
"A530041M06Rik",4.269567515,0.338735845,0.904220079,0.374616593,0.707945631,NA,NA
"Gm43686",0.864928906,0.03072074,2.711325054,0.011330526,0.990959741,NA,NA
"Gm43622",2.153532105,-1.459787722,1.392461982,-1.048350146,0.294477314,NA,NA
"Gm8234",1.702886931,-0.833222191,1.113979723,-0.747968903,0.454478915,NA,NA
"Gm43423",1.413652271,0.767582345,1.746597601,0.439472918,0.660318901,NA,NA
"Rpl9-ps8",0.855050186,-0.708670219,1.929140357,-0.367350264,0.713357766,NA,NA
"Gm42498",0.927212137,0.77364519,2.006779315,0.385515828,0.699855282,NA,NA
"Gm43488",4.192323661,0.395088881,0.887686474,0.445077054,0.65626407,NA,NA
"Gm44335",0.926228302,1.846228271,1.965822073,0.939163466,0.347646823,NA,NA
"Gm4859",0.623067956,1.964731509,2.128281822,0.923153827,0.355927047,NA,NA
"Gm43825",3.006603724,-0.379111488,1.021511286,-0.371128047,0.710542162,NA,NA
"Gm42869",0.94261882,-0.362739362,1.550810612,-0.233903069,0.81506023,NA,NA
"Gm9057",2.429841624,1.106713779,1.02920983,1.075304322,0.282238502,NA,NA
"A530030E21Rik",2.120516925,-0.247560427,1.436727551,-0.172308541,0.86319497,NA,NA
"Gm42866",1.701227676,0.908978753,1.308664851,0.69458483,0.487315522,NA,NA
"Gm43362",2.374637078,-0.803150764,1.077794947,-0.74517956,0.456163178,NA,NA
"Gm3364",1.082922368,0.394347784,1.652894475,0.238580133,0.811431172,NA,NA
"A930028O11Rik",0.673466426,0.414393048,2.078547791,0.19936662,0.841975969,NA,NA
"Gm43333",2.855790021,-0.008799122,1.007281905,-0.008735511,0.99303016,NA,NA
"Gm33370",2.177781661,-0.126677316,1.219645137,-0.103864077,0.917277215,NA,NA
"Gm42693",0.840177751,0.718269493,2.989306076,0.240279675,0.81011345,NA,NA
"Gm43140",0.674836841,0.013677433,2.828420496,0.004835714,0.996141673,NA,NA
"Gm19817",0.825336306,0.092937092,1.964632745,0.047305071,0.962270086,NA,NA
"Gm43696",1.393223108,-0.590512443,1.416664037,-0.416833086,0.6768005,NA,NA
"Gm43180",3.10297748,0.43035145,0.934962553,0.460287365,0.645309969,NA,NA
"Gm42428",3.944554359,-1.015949738,1.281141598,-0.793003474,0.427775799,NA,NA
"Gm43099",0.803826132,0.818776442,1.994228489,0.410573034,0.68138564,NA,NA
"Rpl21-ps10",2.129758854,-0.41170978,1.727711361,-0.238297779,0.811650144,NA,NA
"Gm36535",3.417113099,0.05861516,0.923234436,0.063488923,0.949377179,NA,NA
"Gm43148",1.090046898,1.109739836,1.633923515,0.679187138,0.497019296,NA,NA
"BB187690",1.324815794,2.179024947,2.115570313,1.029994103,0.303012774,NA,NA
"Gm42672",0.856808045,0.23267812,1.965368686,0.118389044,0.905759406,NA,NA
"Gm42949",0.871712524,1.870912606,1.733841382,1.079056381,0.280562595,NA,NA
"Gm3716",2.991930558,-0.159701928,0.900557472,-0.177336742,0.859243892,NA,NA
"Gm43618",1.502752592,-0.063284897,1.515689362,-0.04175321,0.966695435,NA,NA
"Gm44364",0.704920141,2.530629212,3.060619953,0.826835494,0.408330309,NA,NA
"Gm42553",0.621116321,-0.215237491,2.782165976,-0.077363282,0.93833455,NA,NA
"Gm43359",1.460630092,1.117518606,1.591070907,0.702368826,0.482449181,NA,NA
"Gm43653",0.735553709,-0.216636848,2.31649535,-0.093519224,0.925491078,NA,NA
"Gm43702",1.40292239,-0.530699022,1.666511238,-0.318449111,0.750144291,NA,NA
"Gm43200",0.9270745,-0.038307636,1.619596549,-0.023652579,0.981129732,NA,NA
"Gm42998",1.226525995,0.444173489,1.447615311,0.306831163,0.758971887,NA,NA
"Gm35439",2.316744952,-2.660309674,1.575047747,-1.689034304,0.091212856,NA,NA
"6430500D05Rik",0.987868847,0.544686379,2.233458236,0.243875784,0.807327024,NA,NA
"Gm42596",0.933602378,0.390047535,1.540997915,0.253113603,0.800180427,NA,NA
"5330426L24Rik",1.009440203,-2.027322091,2.056193705,-0.985958709,0.324153375,NA,NA
"Gm43743",1.270529844,-0.001412038,1.638516795,-0.000861778,0.9993124,NA,NA
"Gm43815",2.072756531,0.057735797,1.020404662,0.056581276,0.954878751,NA,NA
"Gm43714",2.119726689,1.189647333,1.283962541,0.926543645,0.354163526,NA,NA
"Gm42436",2.894031624,-0.763522837,1.011422121,-0.754900274,0.450308821,NA,NA
"Gm42837",1.482736859,-0.874855304,1.351876163,-0.647141601,0.517540303,NA,NA
"Gm35585",2.162943917,-0.863482355,1.176809557,-0.733748592,0.463101977,NA,NA
"Gm19710",1.137358152,-0.953194417,1.459275693,-0.65319694,0.513629323,NA,NA
"Gm43462",0.850365822,0.688716507,2.692527235,0.25578813,0.79811444,NA,NA
"Gm42527",1.257257196,-3.169090955,1.912818784,-1.656764866,0.097567023,NA,NA
"4633401B06Rik",3.320140984,-0.046143308,0.942879513,-0.048938711,0.960968139,NA,NA
"Gm43513",4.065827764,0.144271808,1.075858022,0.134099301,0.893324053,NA,NA
"Gm42501",1.97438748,-0.217697673,1.266931981,-0.171830593,0.863570714,NA,NA
"Gm43684",1.538721994,0.452394111,1.553194147,0.291266943,0.770847168,NA,NA
"Gm43625",0.900179633,0.731196647,1.918553512,0.381118714,0.703115162,NA,NA
"Gm42889",1.557168084,-0.098380493,2.065355911,-0.047633675,0.962008193,NA,NA
