"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Nck1",686.2869955,0.244369891,0.145580268,1.678592125,0.093231562,0.326035266
"B230206H07Rik",117.6232111,-0.542372421,0.323106463,-1.678618299,0.093226458,0.326035266
"Osgepl1",360.4814327,-0.431735124,0.25721673,-1.678487726,0.093251925,0.326044382
"Arhgap27",1193.720305,0.277967297,0.165669891,1.677838351,0.09337866,0.326425345
"Gm20632",109.5266555,-0.569890495,0.339693032,-1.677663185,0.09341287,0.326482782
"Naa60",996.370986,-0.195285666,0.116434241,-1.67721853,0.093499757,0.326662107
"Gm30684",9.833447861,-2.339451183,1.394824413,-1.67723705,0.093496137,0.326662107
"Nek3",93.27228442,-0.412397939,0.245950273,-1.676753328,0.093590728,0.326917735
"Xkr4",8.074445542,1.158928555,0.691226267,1.676626903,0.093615463,0.326941943
"Rfng",468.3565215,-0.217345411,0.129667706,-1.676172252,0.093704458,0.327027528
"Atl2",1784.225644,-0.386801996,0.230746847,-1.676304577,0.093678549,0.327027528
"Bckdha",1849.3685,-0.295339547,0.176202427,-1.676137798,0.093711205,0.327027528
"Gm15408",21.7870598,-0.788755495,0.470563636,-1.676193046,0.093700386,0.327027528
"Dpm2",563.0456749,0.22995445,0.137212245,1.675903272,0.093757141,0.327125665
"Amot",900.6241489,-0.644970243,0.384934529,-1.675532318,0.093829836,0.327317111
"Asb8",706.5191517,-0.44348983,0.264710362,-1.675377673,0.093860154,0.327360687
"Gm49975",4.377128627,-1.822302907,1.087879276,-1.675096629,0.093915274,0.327490729
"Ptch1",715.5146368,0.358204845,0.213893454,1.67468821,0.093995422,0.327704806
"Cyb5b",3916.1268,-0.197310189,0.117831523,-1.674511057,0.094030203,0.327704806
"Eif4a-ps4",24.86961488,0.810482532,0.484009315,1.67451846,0.09402875,0.327704806
"Pdzrn3",729.4172539,-0.487825767,0.291369988,-1.674248505,0.09408177,0.327822305
"Sugp2",770.0972351,-0.360974898,0.215631479,-1.674036185,0.094123488,0.327838832
"Gphn",718.8288588,-0.276160495,0.164975178,-1.673951798,0.094140073,0.327838832
"Srp54c",1617.187965,-0.18509141,0.110565231,-1.674047151,0.094121333,0.327838832
"Sigmar1",549.1693336,0.234002525,0.139819494,1.673604437,0.094208366,0.3279617
"Slc45a4",638.5560246,-0.395814344,0.236506066,-1.673590663,0.094211075,0.3279617
"Bid",322.6869856,0.326299791,0.195004791,1.673291155,0.094269993,0.327992678
"Mest",508.2706962,0.349263851,0.208730939,1.673273034,0.094273559,0.327992678
"Snhg18",661.6251312,-0.274121643,0.163819932,-1.673310686,0.09426615,0.327992678
"Zic1",15.34828982,-1.494618499,0.893280416,-1.673179522,0.094291961,0.327994558
"4930429F24Rik",109.1841215,-0.821556469,0.491071575,-1.672987219,0.094329812,0.32806408
"Spo11",24.30325258,1.188506084,0.710733741,1.672224092,0.094480141,0.328462484
"Igfbp6",665.3496246,0.501362167,0.299808656,1.672273818,0.09447034,0.328462484
"Hoxb3",371.454225,0.394230646,0.235852784,1.671511523,0.094620685,0.328888819
"Rab30",169.8756246,-0.507427624,0.303693368,-1.670855133,0.094750296,0.329277002
"Clstn2",1303.7011,0.55135579,0.330052131,1.670511225,0.09481826,0.329450845
"Acss1",1678.329696,-0.202470245,0.121283111,-1.66940181,0.095037775,0.330083806
"Ccdc107",432.2271483,0.32880499,0.196969644,1.669318087,0.095054358,0.330083806
"Arrdc3",2897.490786,0.240829475,0.144262567,1.669382988,0.095041503,0.330083806
"Unc5c",107.7115317,0.964811019,0.578176403,1.668713934,0.095174086,0.330437086
"Slc1a5",3369.202984,-0.258299683,0.154857947,-1.667978228,0.095320049,0.330645067
"Prkcd",2108.674136,0.340819527,0.204333509,1.667957099,0.095324244,0.330645067
"Caps2",34.26096987,-0.643169865,0.385559654,-1.668146184,0.095286711,0.330645067
"Mettl24",16.53442416,0.812163676,0.486947351,1.667867531,0.095342026,0.330645067
"Rnf181",2080.394793,0.203724067,0.122145644,1.667878279,0.095339892,0.330645067
"Krt83",13.44128752,0.938639569,0.562766039,1.667903717,0.095334842,0.330645067
"Sh3bp5",566.3544467,0.249532972,0.149655817,1.667379029,0.095439061,0.330919086
"Eif3j2",470.8589772,-0.334094442,0.200400934,-1.667130168,0.095488525,0.331028087
"Mospd1",465.3007619,-0.395848312,0.237532134,-1.666504253,0.095613022,0.331334576
"Slc52a3",143.9156259,0.514815522,0.308906108,1.666576052,0.095598734,0.331334576
"Helb",230.3593548,-0.278074579,0.16692469,-1.66586848,0.095739613,0.331710663
"Pak2",2107.439131,0.260944581,0.156682369,1.665436789,0.095825645,0.331899701
"Rbbp4",2609.191357,0.212012157,0.127309957,1.665322675,0.095848397,0.331899701
"Hadhb-ps",35.79921181,-0.70238214,0.421750394,-1.665397708,0.095833436,0.331899701
"Slc9a8",797.0915393,-0.353553457,0.212317577,-1.66521049,0.095870769,0.331914579
"Tmem33",1374.189864,0.266598647,0.160110952,1.665086888,0.095895422,0.33193735
"Cacna1g",77.17161405,-0.830091825,0.498622908,-1.664768731,0.095958905,0.331977197
"Dop1b",2340.434623,-0.53462552,0.321143205,-1.664757381,0.09596117,0.331977197
"BE692007",35.05632361,0.539600909,0.324105302,1.664893806,0.095933944,0.331977197
"Gm4787",11.67797325,-0.886035344,0.532292277,-1.664565469,0.095999479,0.332047172
"Gm26559",18.56115629,-0.836439558,0.502526291,-1.664469248,0.096018692,0.33205108
"Taf4",555.7417072,0.394253341,0.236878268,1.664371087,0.096038294,0.332056335
"Dkkl1",12.48570738,1.344957823,0.808176151,1.664188953,0.096074675,0.332119589
"Spast",671.7150209,-0.24459089,0.147028943,-1.663556064,0.096201178,0.332494303
"Mcm3ap",905.2066223,-0.617520686,0.371247106,-1.66336835,0.096238725,0.332501027
"Hsd11b2",34.22117925,0.533966545,0.321015804,1.663365285,0.096239338,0.332501027
"Mfsd14b",955.5565269,0.259922886,0.156277412,1.663214682,0.09626947,0.332542564
"Ptpn21",988.162868,-0.237338779,0.142749193,-1.662627812,0.09638696,0.332823195
"Tox",31.04623238,-0.721393087,0.433864844,-1.662713856,0.096369727,0.332823195
"Epn3",1022.89666,0.360464921,0.216827618,1.662449298,0.096422721,0.332884082
"Uhrf1",180.1326866,0.496387502,0.298609776,1.66232837,0.096446952,0.332905148
"Bcl2l13",1116.831316,-0.36323349,0.218543101,-1.662067976,0.096499146,0.333022705
"Oxr1",3965.4749,0.20787026,0.125092473,1.661732757,0.09656637,0.333066915
"1110065P20Rik",259.0657686,0.303211602,0.182466028,1.661742766,0.096564362,0.333066915
"6430511E19Rik",15.34214269,0.890022105,0.535560417,1.661851916,0.09654247,0.333066915
"Ints8",604.9212453,0.233246667,0.140389776,1.66142204,0.096628714,0.333219358
"Klhdc8a",688.677052,0.406967925,0.245084317,1.660522105,0.096809465,0.333779985
"D130043K22Rik",68.98554077,-1.952405779,1.176250066,-1.659856041,0.096943417,0.333928336
"Cenpp",12.44158919,0.836381918,0.503865124,1.659932151,0.096928103,0.333928336
"Wdr13",1420.980932,-0.234005458,0.140978433,-1.659867071,0.096941197,0.333928336
"Kctd17",497.3549516,0.243267568,0.146556665,1.659887445,0.096937098,0.333928336
"Gm20219",120.8514404,0.524180037,0.31576929,1.660009549,0.096912531,0.333928336
"Slc35b3",496.0381133,0.279994193,0.168696184,1.659754158,0.096963919,0.333936319
"Eci3",15.91184454,-0.835696177,0.503535699,-1.659656265,0.096983622,0.333941545
"Stxbp1",1127.232665,-0.444464215,0.26788711,-1.659147449,0.097086084,0.334231676
"Nol3",563.2282691,-0.499985579,0.301425944,-1.65873439,0.097169326,0.334317779
"Atp11b",1740.38866,0.220915078,0.133185874,1.658697515,0.09717676,0.334317779
"Tmem151a",12.69181812,0.998467327,0.601955969,1.658704919,0.097175268,0.334317779
"Insyn2b",29.6263434,-1.368473401,0.82504657,-1.658662009,0.097183919,0.334317779
"Zfp469",62.75952623,-0.592904405,0.357546849,-1.658256553,0.097265694,0.33453642
"Gm11762",25.02907945,0.973926359,0.587505373,1.657731835,0.097371605,0.334837975
"Aktip",1215.495735,-0.25281283,0.152536876,-1.657388277,0.097441,0.33501387
"Lmf1",573.7629484,0.238091849,0.143665171,1.657269102,0.097465081,0.335033936
"Naxe",1016.806225,0.263128215,0.158784156,1.657144019,0.097490361,0.335058114
"A430078I02Rik",19.77912394,-0.998730258,0.602744951,-1.656969928,0.097525555,0.335116349
"Impa1",851.7198038,-0.22815836,0.137767115,-1.656116262,0.097698277,0.335647045
"Oip5",13.15278142,0.922534827,0.557154885,1.655795996,0.097763139,0.335744253
"Gm45187",12.41651368,-0.924986189,0.558625084,-1.655826449,0.09775697,0.335744253
"Gm19744",6.041732227,-2.58645246,1.562307146,-1.655533911,0.097816244,0.335863815
"Higd1b",51.73566408,0.59036447,0.356630385,1.655395878,0.097844221,0.335888155
"Col14a1",979.6410717,0.35448499,0.214149118,1.655318464,0.097859915,0.335888155
"Tmed1",393.4127094,0.377597508,0.228146909,1.655063002,0.097911719,0.335940376
"Xcr1",45.65444501,0.559279038,0.337911886,1.655103184,0.097903569,0.335940376
"Cd36",3264.51373,-0.530579177,0.320730075,-1.654285703,0.098069476,0.336090799
"Psat1",570.3281798,0.300108774,0.181430456,1.654125671,0.098101981,0.336090799
"Mfn1",1840.701966,-0.401572024,0.242680951,-1.654732366,0.097978799,0.336090799
"Scnn1b",2427.734066,-0.263372898,0.159213823,-1.654208742,0.098085107,0.336090799
"Zmiz2",1658.160952,-0.219262809,0.132533049,-1.654401007,0.098046062,0.336090799
"Gprc5a",2440.301347,0.424916419,0.256827,1.654484999,0.098029009,0.336090799
"Zfp65",352.1232386,0.294823175,0.178201331,1.654438682,0.098038412,0.336090799
"4930556I23Rik",4.433620616,1.617452718,0.97782136,1.654139278,0.098099217,0.336090799
"Snx1",1719.35321,0.237136572,0.143375768,1.653951542,0.098137359,0.336093762
"Sco1",525.8192935,-0.361899053,0.218810103,-1.653941243,0.098139452,0.336093762
"Dipk2a",285.6491865,-0.34746504,0.21010374,-1.653778465,0.098172533,0.336144364
"Ap2b1",3854.988708,0.300892239,0.181961332,1.653605386,0.098207718,0.336202147
"Tnni3",35.13742218,-0.592409799,0.35833334,-1.653236617,0.098282717,0.336396185
"Ces2e",184.2670528,0.447944776,0.271036284,1.65271147,0.098389599,0.33651112
"Ppm1k",390.3753244,-0.387628599,0.234538952,-1.652725891,0.098386663,0.33651112
"Txlna",1561.157814,0.256356186,0.155097411,1.652872117,0.098356893,0.33651112
"Sphk2",824.8741437,0.192592969,0.11652557,1.652795775,0.098372434,0.33651112
"Dtna",782.5495066,-0.68485182,0.4144305,-1.652513074,0.098430002,0.336586616
"Fam229b",76.60501181,-0.521510519,0.315631442,-1.652276829,0.098478131,0.336688496
"Nrep",615.2051048,-0.766198051,0.463915434,-1.651589915,0.098618177,0.33710454
"Map3k20",2487.42726,-0.473891879,0.286986705,-1.651267709,0.098683923,0.337107949
"Cd151",3865.664417,0.225381113,0.136495206,1.651201668,0.098697403,0.337107949
"Plscr1",773.9942149,0.250382372,0.151623886,1.651338574,0.09866946,0.337107949
"Rnf146",657.4203141,-0.221854018,0.134364535,-1.651135233,0.098710964,0.337107949
"Rab9b",11.87897025,-1.065870213,0.645428653,-1.651414465,0.098653973,0.337107949
"Sod2",3339.528273,-0.327055837,0.198098447,-1.650976283,0.098743418,0.337156077
"Gm10435",18.03696525,-1.122030284,0.679883062,-1.650328338,0.098875799,0.337545325
"Dync2li1",247.7121344,-0.32222341,0.195272345,-1.650123116,0.098917758,0.337625796
"Wdr53",158.5653867,0.269896497,0.163654024,1.649189493,0.09910882,0.338152222
"Hivep3",473.0276005,-0.342320303,0.207565068,-1.649219239,0.099102728,0.338152222
"Afap1l2",3429.0222,0.36891425,0.223758932,1.648712956,0.099206455,0.338422464
"Hirip3",289.2336902,-0.387777828,0.235298075,-1.648028054,0.099346914,0.338838668
"Mok",222.7306815,0.408059449,0.247633972,1.647833076,0.09938693,0.338885677
"Sars",2035.571828,0.217794368,0.132174337,1.64778106,0.099397607,0.338885677
"Zfp651",1277.887702,-0.366810852,0.222643272,-1.647527221,0.099449726,0.338937512
"Atp6v0c",4658.415221,0.253609237,0.153925354,1.647611852,0.099432347,0.338937512
"Neu1",958.1446519,0.257145906,0.156098999,1.647325791,0.0994911,0.339015599
"Lgi4",127.0321859,-0.537071106,0.326145816,-1.646720822,0.099615442,0.339341613
"Rbpj",1450.573451,0.204418038,0.124139466,1.6466805,0.099623734,0.339341613
"Psmb4",1725.92124,0.251360552,0.152696227,1.646147764,0.099733341,0.339475991
"G3bp1",2649.064076,0.195195744,0.118576476,1.646159086,0.09973101,0.339475991
"Ano1",932.8189835,0.330523599,0.200799308,1.646039534,0.09975562,0.339475991
"Ramp3",124.9800532,0.589689925,0.35824485,1.646052762,0.099752897,0.339475991
"Phex",52.90836427,-0.724939158,0.440333971,-1.646339385,0.099693905,0.339475991
"Kcnma1",238.5043278,-1.247080552,0.757762037,-1.645741659,0.099816958,0.339495982
"Ccdc87",5.550032839,-1.286796233,0.781857606,-1.645819165,0.099800995,0.339495982
"A530032D15Rik",9.616040291,0.987233131,0.599829696,1.64585571,0.099793469,0.339495982
"Rbm15",336.9260886,-0.325830169,0.198002424,-1.645586765,0.099848866,0.339541615
"Baiap2l2",10.2586131,-1.247761929,0.758726954,-1.644546726,0.100063321,0.339858295
"Atg10",255.98254,-0.412549505,0.250804205,-1.644906654,0.099989063,0.339858295
"Vcam1",1369.259427,0.594611868,0.361482844,1.644924174,0.099985449,0.339858295
"Pin1",579.2074581,0.297815881,0.181097377,1.644506872,0.100071546,0.339858295
"Zfp771",239.5498876,0.451924447,0.274805679,1.644523684,0.100068076,0.339858295
"Bves",302.7675769,-1.109200256,0.674477445,-1.644532762,0.100066203,0.339858295
"Gm11266",75.30006099,-0.528509494,0.321324169,-1.644785998,0.100013951,0.339858295
"Otx1",31.82763791,-1.686937137,1.026255339,-1.643779157,0.100221828,0.340242823
"Kif13a",1790.565948,-0.274572683,0.167037047,-1.643783148,0.100221004,0.340242823
"Dpf2",1166.798706,-0.196601453,0.119617026,-1.643590887,0.100260738,0.340249108
"Il18",98.94151777,0.71179672,0.433052482,1.643673113,0.100243743,0.340249108
"Gm2000",530.2129193,0.312627662,0.190270078,1.643073181,0.100367793,0.34054948
"Atrip",322.4358769,0.248070673,0.151082659,1.641953318,0.100599679,0.341273213
"Pter",189.2772468,-0.44788448,0.272829073,-1.641630325,0.100666639,0.341437291
"Rab27a",246.372602,-0.493648506,0.300759674,-1.641338742,0.100727118,0.341571124
"Olig1",4.483601955,1.593766288,0.971062206,1.641260753,0.100743299,0.341571124
"Myc",293.3506838,0.445123267,0.271263181,1.640927699,0.100812424,0.341616267
"Xirp2",9513.669827,-1.117551451,0.681011484,-1.641017041,0.100793878,0.341616267
"Gm6069",5.120533537,-1.269403563,0.773581341,-1.640943876,0.100809066,0.341616267
"Lrrc57",316.8436184,-0.274941678,0.167607555,-1.640389532,0.1009242,0.341868861
"Ccdc180",14.65666801,-1.540366729,0.939023868,-1.640391455,0.100923801,0.341868861
"Gm13502",21.69961276,-2.057268708,1.254436104,-1.639994816,0.101006245,0.342083673
"Mrpl42",1369.268857,-0.478702651,0.291952053,-1.639661876,0.10107549,0.342255066
"Tmem143",526.3131475,-0.467338486,0.285108704,-1.63915896,0.101180158,0.342546322
"Chid1",559.7463895,0.230530566,0.140651698,1.639017294,0.101209658,0.342583032
"Adcy2",408.4167442,-1.095201998,0.668304954,-1.638775819,0.101259957,0.342626974
"Nexn",1742.364124,-0.980953886,0.598571605,-1.638824624,0.101249789,0.342626974
"Sox2ot",11.2856261,-1.115056861,0.680498127,-1.63858917,0.101298849,0.342695426
"Hspa1l",232.8994353,-0.765002133,0.466953297,-1.638284039,0.101362456,0.342732675
"Bspry",1425.107281,0.303414195,0.185214397,1.638178242,0.101384517,0.342732675
"Emcn",1380.300939,0.371407851,0.226715397,1.638211856,0.101377507,0.342732675
"Tafa5",204.6627503,0.469513339,0.286578198,1.638342842,0.101350195,0.342732675
"H2bc8",6.127678024,1.511699738,0.922976398,1.637853082,0.101452345,0.342898844
"Syngap1",257.2087731,-0.488995153,0.298614241,-1.637547999,0.101516018,0.34305091
"6330403K07Rik",41.2931767,-0.652852074,0.398754708,-1.637227251,0.101582995,0.343150945
"Gm15931",13.33605062,0.795558032,0.485911057,1.637250314,0.101578178,0.343150945
"Pgf",620.1814115,0.475525062,0.290466845,1.637106164,0.101608289,0.343173259
"2310057M21Rik",242.192846,0.363935963,0.222318104,1.637005517,0.101629317,0.34318116
"B3gat3",953.0113943,0.229035377,0.139922187,1.636876766,0.101656221,0.343208898
"Tgtp2",231.2723052,0.507871741,0.310318872,1.63661249,0.101711464,0.343332282
"1700102P08Rik",10.92394222,-1.082030129,0.661310713,-1.636190233,0.10179978,0.343567241
"Dnaja3",1576.226551,-0.278441715,0.170260895,-1.635382658,0.101968855,0.344074622
"Sap30",102.9321588,0.466538001,0.285388463,1.634747238,0.102102045,0.344406145
"Tmed10-ps",22.32398452,0.635250916,0.388595657,1.634734984,0.102104615,0.344406145
"Pcnt",1265.334904,-0.291012351,0.178038965,-1.634543038,0.102144877,0.344478674
"Rtf2",1276.101113,0.188851284,0.115559541,1.634233596,0.102209811,0.344634061
"Ptcd1",341.6429728,-0.212873595,0.130266068,-1.634144617,0.102228488,0.344634061
"Pafah1b2",1975.508016,0.206168846,0.126209796,1.633540754,0.102355317,0.344930973
"Tmeff1",145.6053077,0.339330609,0.207722699,1.633575002,0.10234812,0.344930973
"Hrc",3662.709409,-1.128824171,0.691064507,-1.633457021,0.102372913,0.344930973
"Adam1a",250.4125488,-0.340998611,0.208821593,-1.632966239,0.102476097,0.345215295
"Slc1a2",8.43755259,1.41647947,0.867696457,1.632459667,0.102582688,0.345346198
"Rnft1",804.3629883,-0.227805212,0.139539972,-1.632544481,0.102564836,0.345346198
"Ncl",5717.472083,0.177457593,0.10870503,1.632469021,0.102580719,0.345346198
"Nudt16",204.5403032,-0.359341468,0.220127523,-1.63242407,0.102590182,0.345346198
"Sypl2",1098.655125,-1.115542827,0.68345529,-1.632210393,0.102635172,0.345371022
"Kiss1r",109.9953196,-0.397694593,0.243640898,-1.632298176,0.102616687,0.345371022
"Snx15",296.0949877,0.335572784,0.205613731,1.632054349,0.102668037,0.345387049
"Abcd3",2855.313587,-0.167949023,0.102909362,-1.632009178,0.102677553,0.345387049
"Lmod1",297.9127347,-0.585282725,0.358717437,-1.631598204,0.102764157,0.345615057
"Dio1",6246.73401,0.223418216,0.136963299,1.631226886,0.102842454,0.34581505
"Iqgap1",6436.712625,0.306251509,0.187788576,1.630831413,0.102925897,0.346016265
"Kcnk10",6.378880199,1.834826843,1.125132799,1.630764693,0.10293998,0.346016265
"Myo10",1704.90253,-0.263137587,0.161395118,-1.630393726,0.10301831,0.346163357
"Itgb6",755.9161487,0.38652319,0.237075683,1.630378895,0.103021442,0.346163357
"Mkrn2",894.7287399,-0.355841224,0.218279021,-1.63021266,0.103056559,0.346218002
"Mfsd4b1",45.18648838,-0.734627291,0.450680217,-1.630041132,0.103092804,0.346276415
"Cers1",78.31138379,-0.969612367,0.594889042,-1.629904568,0.103121668,0.34631002
"Mapt",489.2977952,-0.759441367,0.466027327,-1.629606942,0.103184596,0.346394651
"A030001D20Rik",83.68224618,-0.407836718,0.250265866,-1.629613837,0.103183138,0.346394651
"Enpp2",988.7940809,-0.319159096,0.195920833,-1.629020713,0.103308634,0.346701739
"Gm10288",80.31855705,0.51615604,0.316872632,1.628906974,0.103332713,0.346701739
"Pbld1",19.98967162,-1.095237596,0.6723495,-1.628970642,0.103319234,0.346701739
"Kcna5",46.02040715,-0.783315414,0.480960539,-1.628647988,0.103387559,0.346759041
"Gm26756",4.451822317,1.535845022,0.943006858,1.628667925,0.103383336,0.346759041
"Usp15",1542.048442,-0.310969746,0.19097871,-1.62829535,0.103462275,0.346946267
"Gm4419",46.30534443,0.585053947,0.359381529,1.627946625,0.103536204,0.347130786
"Cass4",37.78428,0.69756245,0.428520364,1.627839674,0.103558886,0.347143449
"Ogn",1351.335371,-0.433894855,0.266608676,-1.627459621,0.103639518,0.347286947
"BC147527",11.62584872,1.196935137,0.735440071,1.627508732,0.103629096,0.347286947
"Mis18a",114.9896201,0.494604307,0.304013241,1.626916993,0.103754728,0.347445619
"Ddx6",4799.798266,0.235890437,0.144990145,1.626941177,0.103749591,0.347445619
"Gatd3a",1449.619198,-0.440329673,0.270658949,-1.626880153,0.103762554,0.347445619
"Akr1b10",742.2922377,-0.276364431,0.1698722,-1.626896167,0.103759152,0.347445619
"Cul5",1007.594164,-0.269398057,0.165601198,-1.626788091,0.103782112,0.347447752
"Nudt7",413.7884067,-0.433337683,0.266437338,-1.626414996,0.103861403,0.347586467
"Myrfl",7.973513458,-1.437053945,0.883534251,-1.626483572,0.103846825,0.347586467
"Uckl1os",239.6421646,-0.826105642,0.508034807,-1.626080794,0.103932469,0.347760921
"Klhl35",9.884667119,-1.564806682,0.962382009,-1.625972501,0.103955505,0.34777463
"Pdia6",9151.121473,0.213151064,0.131119094,1.62562947,0.104028502,0.347783167
"Stx1b",118.2963097,-0.476206686,0.292941292,-1.625604513,0.104033814,0.347783167
"Slitrk5",5.089946817,-1.386032505,0.852505746,-1.625833622,0.103985054,0.347783167
"Gal3st3",20.21629859,-0.816387416,0.502187637,-1.625662115,0.104021553,0.347783167
"Ilf2",1446.488057,0.244775006,0.150596935,1.62536513,0.104084781,0.347890215
"Ckb",681.2202282,0.278143514,0.171140198,1.625237767,0.104111906,0.347917549
"Fam83a",20.84134665,0.797276626,0.490677098,1.624849884,0.104194549,0.348130368
"Dysf",965.9013849,-0.271886428,0.16735892,-1.624570879,0.104254026,0.348139059
"Fbxo30",491.9750898,-0.298645109,0.183816553,-1.624691049,0.104228406,0.348139059
"Tceal5",113.5121884,-0.559073535,0.344134541,-1.624578381,0.104252427,0.348139059
"Zmynd19",258.7402853,0.32599985,0.200725689,1.624106266,0.104353131,0.348320199
"Fubp1",1904.994366,0.270189474,0.166356857,1.624155921,0.104342536,0.348320199
"Fzd5",724.7065829,-0.426966603,0.262902405,-1.624049819,0.104365176,0.348320199
"Epg5",527.3333796,-0.313957701,0.193348386,-1.623792719,0.104420055,0.348378505
"Zadh2",914.7475178,-0.26516689,0.1633012,-1.623790212,0.10442059,0.348378505
"Npffr2",29.81354105,-0.542345215,0.334044816,-1.623570218,0.104467566,0.348471918
"Insc",9.697846434,-1.076512127,0.66324125,-1.623107923,0.104566336,0.348738037
"Phc1",568.4676941,-0.42350728,0.260953589,-1.622921842,0.104606114,0.348807348
"Stimate",512.2866709,-0.231369126,0.142576216,-1.622775054,0.1046375,0.348848659
"Cd320",233.9051744,0.459687551,0.283336312,1.622409592,0.104715677,0.34889259
"Zfat",112.1056076,0.417001468,0.257034156,1.622358189,0.104726676,0.34889259
"Foxo4",1158.284636,-0.365442675,0.225242439,-1.622441472,0.104708855,0.34889259
"Mmgt1",882.69123,-0.189099567,0.116558421,-1.622358686,0.10472657,0.34889259
"Zhx3",833.4610184,-0.246896832,0.152222708,-1.621944822,0.104815163,0.349124042
"Clcn6",530.4073924,0.321614189,0.198314535,1.621737859,0.104859489,0.349208342
"Nek11",32.16704595,-0.733333112,0.452245918,-1.621536166,0.1049027,0.3492889
"Pikfyve",594.3956198,0.244805479,0.150985071,1.621388635,0.104934317,0.34933083
"Cuedc1",1480.774103,-0.341332636,0.210617663,-1.620626832,0.105097694,0.349621188
"Pms1",72.00880184,-0.535309427,0.330258233,-1.620881402,0.105043076,0.349621188
"Gtpbp6",328.7639161,0.264835901,0.163413517,1.620648687,0.105093004,0.349621188
"Gm20457",15.27058696,-0.843660372,0.52055371,-1.620698028,0.105082417,0.349621188
"Ccne1",14.28235127,0.847643742,0.523144359,1.620286501,0.105170747,0.349674169
"Timm44",978.1031166,-0.225136386,0.138935947,-1.620432943,0.105139308,0.349674169
"Cpne1",1235.863292,0.328176468,0.20253384,1.620353759,0.105156307,0.349674169
"1700109H08Rik",61.02207133,-0.822465878,0.507678694,-1.62005199,0.105221109,0.349778282
"Gm43621",5.229288113,1.504848711,0.929166509,1.619568394,0.105325023,0.350060345
"Ctla4",5.269695803,1.278484933,0.789718934,1.618911335,0.105466342,0.3504666
"Ppa2",776.4025093,-0.240705867,0.148715152,-1.618569891,0.105539838,0.350647375
"Slc38a4",352.7462891,-1.125166321,0.69534072,-1.618151056,0.105630048,0.350883605
"Foxj3",1002.307563,-0.281595451,0.174038929,-1.618002662,0.105662024,0.350911907
"Tubb4b",4654.490418,0.279227692,0.172588115,1.617884823,0.105687422,0.350911907
"A630001G21Rik",39.69983339,0.613184399,0.379012952,1.617845504,0.105695897,0.350911907
"Chtf8",1749.737331,0.239151842,0.147865013,1.617365987,0.105799303,0.351191721
"Tnfrsf11a",186.4318949,0.52883749,0.327103324,1.616729182,0.105936752,0.351457376
"Cbr4",347.2171647,-0.400722085,0.247848609,-1.616801829,0.105921064,0.351457376
"Rflna",44.80176101,-0.827517364,0.511809929,-1.616845079,0.105911726,0.351457376
"Gm15387",102.4754159,0.527060242,0.326174786,1.615882847,0.106119645,0.352000549
"Gm2415",96.10145435,-0.336021127,0.208008795,-1.615417886,0.10622023,0.352270557
"Nsun2",1035.51952,0.209587851,0.129763355,1.615154378,0.106277268,0.352396075
"Hexim1",1129.505859,-0.295412655,0.182939656,-1.614809284,0.106352002,0.352516573
"Rpgrip1",253.052795,-0.345053933,0.213677122,-1.614837981,0.106345786,0.352516573
"Grb7",424.9425269,0.271674029,0.168278306,1.614432872,0.106433566,0.352532392
"E2f7",15.58759797,0.8236,0.510095385,1.614599984,0.106397349,0.352532392
"Ankrd45",55.69716908,-0.834032168,0.516525492,-1.61469701,0.106376325,0.352532392
"G530011O06Rik",38.47818394,0.696544761,0.431429098,1.614505754,0.10641777,0.352532392
"Pde4b",680.5554173,-0.338247041,0.209569385,-1.614009797,0.106525301,0.352772607
"Evc",291.4539193,-0.44555119,0.276114866,-1.613644334,0.106604595,0.352971542
"Gm38392",53.79321005,-1.008421998,0.625170821,-1.613034333,0.106737049,0.353346391
"Krt76",7.041032769,2.761925668,1.71257921,1.612728715,0.106803459,0.353502509
"Hmgb2",304.7093846,0.393538063,0.244040884,1.612590709,0.106833458,0.353538078
"Cnn2",2079.450882,0.27967944,0.173468061,1.612282043,0.106900579,0.353632739
"Slain2",1806.636106,-0.273436306,0.16959322,-1.612306823,0.106895189,0.353632739
"Rab3a",340.1553534,-0.452349138,0.280710014,-1.611446387,0.107082464,0.354170619
"Gm44421",12.68793227,-1.02450289,0.635871129,-1.611180069,0.107140481,0.354298693
"Gfap",22.61920642,0.903899507,0.561114911,1.610899103,0.107201716,0.354373556
"Gm26581",15.80445116,-1.201489171,0.74581557,-1.61097357,0.107185483,0.354373556
"2210408I21Rik",95.76766169,-0.377847726,0.234605367,-1.610567272,0.107274072,0.354548917
"Armh4",103.3136874,-0.720598826,0.447492683,-1.610303038,0.107331716,0.3546756
"Rps11",2760.451529,0.254672751,0.158207828,1.609735464,0.107455619,0.354957283
"Cacna1s",2858.38754,-1.067611937,0.663197368,-1.609795197,0.107442574,0.354957283
"Pcsk6",786.6597887,-0.523641813,0.325473208,-1.608863032,0.107646295,0.355480596
"Iglc1",8.86037995,-1.858006928,1.154878333,-1.608833481,0.107652758,0.355480596
"Ncor2",2138.420165,-0.229942192,0.142942454,-1.608634708,0.10769624,0.355496326
"Ccr9",21.60311062,-0.900755959,0.559932357,-1.608687099,0.107684778,0.355496326
"Map2k3",1542.149259,-0.293031459,0.182259707,-1.607768739,0.107885837,0.355768193
